Trial,Time,Orientation,Cycle,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73
1,0,0,,0.595741573033708,0.421065217391304,0.829168867924528,0.52297,0.051350974025974,0.516951388888889,0.201564285714286,0.351601351351351,0.514096,0.415088235294118,0.376794915254237,0.566154644808743,0.830459482758621,0.445787301587302,0.930713513513514,0.605251063829787,0.598622448979592,0.824772972972973,2.06596119402985,0.418537254901961,3.65319324324324,0.555219512195122,0.791768421052631,0.408438938053097,0.438211111111111,0.31992,0.299782291666667,0.282970588235294,0.8776,0.490498395721925,0.348626373626374,0.357434939759036,0.437522580645161,0.749696428571429,0.5272175,0.662499029126214,0.354436752136752,0.358711538461539,0.291194565217391,0.777151886792453,1.58723364485981,0.485634482758621,0.604095762711864,0.289621428571429,0.591231395348837,0.364300943396227,1.05364196428571,1.63773833333333,0.436739325842697,0.459476595744681,0.474335227272727,0.312387234042553,0.254504081632653,0.454974390243902,0.650166666666667,0.345905128205128,0.444459770114943,0.3253064,1.14095833333333,0.491445555555555,0.514640540540541,0.472377941176471,0.639149230769231,1.25281914893617,1.84448941176471,0.487509523809524,0.334990625,0.33443125,0.310302631578947,0.42542380952381,0.335416666666667,0.349532608695652,0.837326050420168
1,0.2,0,,0.518931779026214,0.509299773550728,0.70370762578616,0.446394447916662,0.0451072808441558,0.514539467592597,0.142487711640214,0.280588558558558,0.415544516666666,0.333528741830065,0.333793559322034,0.556690396174863,0.783597751436785,0.40147656084656,0.873609988738743,0.554132943262411,0.503632687074831,0.708694684684689,1.8229481840796,0.398271911764706,3.61412165540541,0.49281052845528,0.957825460526316,0.329642735988204,0.370409370370367,0.304532911111111,0.292690295138885,0.235702333333329,0.73738356,0.457600516934048,0.294897206959703,0.289025963855422,0.457151998207882,0.716035907738098,0.471254395833333,0.778406966019417,0.314207492877496,0.365075705128205,0.267997807971011,0.695890746855349,1.57596353582554,0.544644583333336,0.53416843220339,0.269236706349206,0.511270436046512,0.310296878930821,0.987879568452384,1.58486922916667,0.391050168539326,0.419251046099287,0.405868929924239,0.253943129432628,0.281609081632653,0.393821280487805,0.664301805555551,0.311134572649577,0.413106609195402,0.27704364,0.96376637731482,0.467931324074078,0.449891171171176,0.446793112745098,0.560911397435892,1.1329395567376,1.84238749019608,0.452964732142857,0.313401822916667,0.316514045138885,0.271394144736842,0.382161795634917,0.364065580808083,0.309056567028989,0.761036442577034
1,0.4,0,,0.441673820224719,0.537617282608696,0.573524245283019,0.3746871875,0.038042288961039,0.464427731481486,0.0796800661375634,0.20256027027027,0.311270433333334,0.275149346405229,0.260941129943503,0.523950173041896,0.722388275862069,0.329679973544973,0.770797522522527,0.441854680851064,0.410487108843537,0.602206148648649,1.62470164179104,0.326073464052288,3.52281995495496,0.418305243902439,1.03293217105263,0.267039233038345,0.320277629629633,0.2689848,0.249216892361115,0.190241196078435,0.60834944,0.415801604278075,0.242456868131868,0.239546285140566,0.446880860215054,0.66975395833333,0.378215291666667,0.864961715210359,0.261333148148145,0.306318012820513,0.217176793478261,0.591926006289311,1.5090165576324,0.513004626436785,0.445492669491525,0.20458431216931,0.411084980620151,0.232950691823896,0.882089806547616,1.48887481944444,0.329505730337079,0.332596400709223,0.342355587121216,0.179633510638298,0.242902874149663,0.333304552845525,0.603766025641026,0.249752371794872,0.348009770114942,0.20990808,0.784864398148153,0.422475407407411,0.347184954954955,0.375525073529412,0.47209382051282,0.933237163120568,1.7547067254902,0.375353928571429,0.230786614583333,0.264155625,0.208766578947368,0.300722420634917,0.333486881313129,0.255207844202902,0.712065476190479
1,0.6,0,,0.364527275280899,0.520556277173913,0.454901839622642,0.301214875,0.0273597483766233,0.386495243055556,0.0140154563492063,0.119669662162162,0.20832475,0.226166078431373,0.208113771186441,0.477713606557377,0.640476896551724,0.245306031746032,0.673865,0.331479042553192,0.308603826530612,0.519386993243243,1.42098152985075,0.238489411764706,3.42616858108108,0.325650640243903,1.03750078947368,0.222738628318584,0.2668505,0.226214233333333,0.204812161458333,0.138327470588235,0.48812912,0.359037098930481,0.186876648351648,0.190097771084337,0.402659569892473,0.609763348214286,0.291268770833333,0.90736427184466,0.20401764957265,0.223197692307692,0.150984864130435,0.487886533018868,1.43318228971963,0.457232844827586,0.35127220338983,0.12918871031746,0.315840726744186,0.14749375,0.774126674107143,1.39651014583333,0.25582808988764,0.245926223404255,0.276839886363636,0.096605159574468,0.170206326530612,0.257780396341463,0.489271762820513,0.180433493589744,0.267154885057471,0.14518604,0.633312638888889,0.37683825,0.238195202702703,0.294452022058824,0.363282615384615,0.729674574468085,1.66728141176471,0.300785773809524,0.145863515625,0.198651015625,0.13206375,0.215318303571429,0.281960568181818,0.201789347826087,0.652723130252101
1,0.8,0,,0.288722696629213,0.476653260869565,0.361690220125783,0.222929416666666,0.0119620995671006,0.300801111111111,-0.0513992328042302,0.0369149099099095,0.115705733333334,0.175732875816994,0.212412655367232,0.427600837887066,0.537228735632181,0.164939841269841,0.626067747747743,0.27538120567376,0.192122312925169,0.469923873873878,1.17380457711443,0.168311633986927,3.36531986486486,0.216394268292683,0.992412938596487,0.19817203539823,0.195620222222222,0.187825066666667,0.187166527777781,0.0753605098039211,0.375274906666664,0.285025115864529,0.125754029304033,0.127639518072289,0.323686200716849,0.5388425,0.24538375,0.896210970873786,0.151564245014248,0.153362863247863,0.0823351086956521,0.404757641509434,1.38882090342679,0.434501695402302,0.265972966101695,0.0731948148148174,0.247944651162791,0.0696361949685565,0.697082261904759,1.34695233333333,0.176832883895135,0.198044397163117,0.205888712121216,0.0150598936170213,0.0944831972789082,0.159376951219512,0.346875427350423,0.119922307692308,0.189044827586207,0.101718293333336,0.532240462962958,0.349246111111111,0.151296351351351,0.234265441176471,0.231621897435897,0.588628936170213,1.65133576470588,0.267448095238095,0.107392777777781,0.139842465277781,0.0541981578947369,0.155955039682539,0.242672348484849,0.160257608695652,0.555527338935571
1,1,0,,0.229833426966292,0.512286684782609,0.294784473270443,0.194478645833334,0.0176146374458863,0.25690625,-0.0688776124338652,0.0175476914414418,0.0945876666666661,0.149046977124182,0.159951412429378,0.392923041894355,0.504738074712647,0.161079563492064,0.604889752252257,0.233519592198581,0.125122789115647,0.412608220720716,0.991127736318403,0.136280228758171,3.35378192567568,0.223560518292683,0.937538541666671,0.192683849557522,0.179093611111111,0.160337,0.136615711805552,0.0509626960784318,0.285651433333336,0.248819362745096,0.0871581959706955,0.119493373493976,0.25204000896057,0.52855625,0.196746145833333,0.88318604368932,0.14853415242165,0.139393002136753,0.0538802989130435,0.373339033018868,1.37320136292835,0.432029920977009,0.251438029661017,0.0583435185185159,0.224358720930233,0.0497485455974811,0.659892782738098,1.318586875,0.162499531835202,0.164227570921989,0.181821969696966,0.0153817819148937,0.0755527210884387,0.148420884146341,0.325141399572654,0.0785464743589744,0.169668103448276,0.0908140666666641,0.452998842592597,0.328733194444445,0.106389695945946,0.186339889705882,0.178115064102565,0.527620212765957,1.65011529411765,0.244519345238095,0.0763026909722188,0.113390060763885,0.0649924342105264,0.131911359126984,0.211313541666667,0.12170625,0.519959593837538
1,1.2,0,,0.304678820224719,0.647031902173913,0.26416108490566,0.1816196875,0.0281957467532468,0.253214861111111,-0.0217938492063493,0.0330571621621622,0.123887,0.146817745098039,0.154737033898305,0.390666393442623,0.504678448275862,0.156468492063492,0.613048310810811,0.225687765957447,0.113257959183673,0.398920202702703,0.870329179104478,0.128970784313725,3.35246655405405,0.229652256097561,0.89703,0.181396327433628,0.176016944444444,0.154475666666667,0.139471614583333,0.0438225882352941,0.2587746,0.235103315508021,0.0848865384615385,0.131962951807229,0.232705322580645,0.528066875,0.202217541666667,0.887517621359223,0.155271495726496,0.132097884615385,0.0702995108695653,0.360408726415094,1.33517728971963,0.424528017241379,0.244939618644068,0.0500332936507937,0.239297093023256,0.0522983018867925,0.629598928571429,1.289787375,0.184558258426966,0.178827712765958,0.227651477272727,0.027965744680851,0.0564140306122449,0.150352926829268,0.323972435897436,0.0897520512820513,0.166408908045977,0.10599656,0.409361319444444,0.324221,0.103908851351351,0.173187279411765,0.143242230769231,0.526281808510638,1.64434535294118,0.24202244047619,0.0770650520833333,0.101717760416667,0.0745195394736843,0.127420833333333,0.199245984848485,0.120901630434783,0.516730924369748
1,1.4,0,,0.461162546816483,0.897248369565217,0.244805911949689,0.187277552083334,0.0329237932900422,0.270049398148149,0.041329484126984,0.0646658333333338,0.14897445,0.162714264705882,0.168622217514124,0.392182673041896,0.517513060344827,0.164003756613757,0.672084200450446,0.235223404255319,0.124457210884353,0.419504887387392,0.803805,0.148000375816994,3.37960503378378,0.24895553861789,0.892141600877197,0.185242603244841,0.182177583333333,0.169713933333333,0.162213350694448,0.0534343921568623,0.25318668,0.220865004456326,0.103150595238099,0.14664359437751,0.234646039426527,0.536999486607143,0.250134763888892,0.945810275080903,0.175576873219376,0.16050655982906,0.0930866666666631,0.35029637578616,1.32563408878505,0.434133764367819,0.251130692090398,0.0554573611111112,0.260496908914733,0.0646446933962264,0.622897485119045,1.270967375,0.255489157303371,0.213791134751777,0.327453162878784,0.0355895212765958,0.0575502465986428,0.164622103658537,0.33781657051282,0.112130416666667,0.216943726053644,0.15882938,0.38133855324074,0.346410888888889,0.123660889639639,0.185898235294118,0.150569666666666,0.525656755319149,1.65462663725491,0.254261101190476,0.100666736111115,0.117685963541667,0.0921403508771934,0.137564652777777,0.206593175505053,0.142917753623185,0.532093466386555
1,1.6,0,,0.661408389513112,1.23017224637681,0.228035786163519,0.211852416666666,0.0264959523809513,0.290814722222222,0.0869851322751349,0.100096576576577,0.139119466666666,0.187781699346406,0.182191073446327,0.381525646630235,0.528153333333336,0.18720253968254,0.780836216216216,0.252040141843972,0.139524081632653,0.469823423423419,0.779518407960194,0.187481960784314,3.43921468468469,0.284983414634146,0.924731666666671,0.211208082595867,0.193052074074078,0.201310933333333,0.183968055555552,0.0791395294117647,0.242331306666664,0.195213547237075,0.128501465201461,0.152680240963855,0.237715053763441,0.554322797619045,0.325625,1.06375825242718,0.206728660968658,0.229477606837606,0.099696666666663,0.335173144654085,1.36611894080997,0.466217068965517,0.270425254237288,0.0765641798941825,0.269923720930232,0.0779428301886793,0.641837440476188,1.26524711111111,0.369956554307112,0.247863120567372,0.452229772727273,0.0314648226950352,0.0854806802721123,0.186081707317073,0.357492393162397,0.121883418803419,0.324609961685828,0.244397173333336,0.355073518518518,0.395541407407411,0.151784234234234,0.213185,0.201409128205128,0.491639858156028,1.69042760784314,0.276454841269845,0.137625625,0.160947430555552,0.120017894736842,0.158499523809524,0.228398888888886,0.17472152173913,0.554326722689076
1,1.8,0,,0.846571235955056,1.24119445652174,0.275563254716981,0.24173928125,0.0212203652597403,0.272150243055556,0.0788444841269841,0.131446486486486,0.1196849,0.173812009803922,0.174261991525424,0.373394904371585,0.506794482758621,0.184685595238095,0.803275709459459,0.276602074468085,0.161712295918367,0.55990625,0.726536940298507,0.182124558823529,3.4634997972973,0.288318231707317,0.889200756578947,0.204243495575221,0.190105527777778,0.207183466666667,0.200690885416667,0.117140058823529,0.21435912,0.18804993315508,0.124768131868132,0.153798554216867,0.230376344086022,0.572223526785714,0.354820833333333,1.0831067961165,0.200988012820513,0.216943717948718,0.0994238315217391,0.331433702830189,1.36588789719626,0.443612198275862,0.279619724576271,0.089933115079365,0.283354156976744,0.0814669339622641,0.609123482142857,1.241838625,0.404827106741573,0.242046542553192,0.419774829545455,0.0508862234042553,0.0832064540816325,0.169255030487805,0.328297532051282,0.133055224358974,0.302914655172414,0.24911522,0.314817604166667,0.411634083333333,0.173447972972973,0.199514926470588,0.171570461538462,0.442624095744681,1.72185561764706,0.295996369047619,0.150026744791667,0.153619244791667,0.124487072368421,0.181948273809524,0.216881988636364,0.179021766304348,0.551820399159664
