 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73
1	1420.210	1307.380	1938.919	1218.376	3238.161	1092.205	1513.971	1000.185	757.048	721.695	812.309	2866.063	2123.333	910.846	1428.728	754.468	783.325	1350.332	2054.194	723.454	3443.363	1275.280	1361.744	1591.536	1294.390	989.940	1247.791	1090.525	2347	2787.232	1227.250	1126.671	1336.896	1959.660	1832.661	1712.374	1584.691	1059.795	1187.899	1883.781	2768.340	1723.336	1892.833	1624.923	1368.459	1446.159	2300.079	3165.286	1278.698	1371.908	1297.415	1233.644	1229.414	1193.079	1287.130	1049.806	1256.680	1656.633	1541.490	1342.301	1120.834	1001.217	1065.447	1058.825	2417.816	1249.508	1281.591	1281.054	995.830	1197.356	1762.750	1241.570	2186.418
2	1330.064	1414.425	1763.549	1137.593	3212.802	1089.915	1415.813	930.889	692.069	666.844	778.853	2843.224	2051.650	874.034	1373.005	722.786	721.947	1237.060	1839.488	709.825	3405.236	1207.796	1528.166	1474.121	1213.922	974.722	1238.813	1037.543	2115.874	2706.108	1162.775	1051.797	1360.969	1909.946	1744.104	1869.805	1522.623	1066.341	1159.757	1770.194	2752.438	1813.602	1784.023	1591.053	1277.778	1370.672	2202.953	3081.625	1225.076	1322.046	1217.964	1161.199	1264.442	1126.953	1301.669	1014.042	1220.710	1577.079	1373.255	1314.394	1057.650	978.275	998.386	984.526	2415.460	1211.243	1254.261	1258.372	956.836	1149.435	1812.618	1192.465	2066.702
3	1239.146	1414.779	1578.491	1064.348	3182.547	1021.153	1308.556	851.545	621.552	634.874	711.309	2737.943	1947.754	803.707	1251.815	635.468	662.318	1137.523	1682.834	644.933	3292.302	1121.114	1560.803	1392.121	1164.234	930.238	1162.236	987.534	1911.802	2592.768	1100.570	1007.332	1331.221	1832.872	1569.435	1968.719	1431.920	974.574	1082.426	1610.028	2621.231	1700.344	1632.394	1449.227	1153.433	1247.296	2019.058	2897.802	1144.142	1187.713	1146.949	1059.889	1174.641	1061.837	1203.479	938.103	1127.920	1451.865	1202.637	1248.266	940.102	895.208	918.015	837.614	2272.313	1102.961	1113.540	1171.696	882.952	1039.445	1711.169	1119.548	2009.907
4	1149.267	1357.080	1446.509	979.344	3116.078	937.966	1196.205	767.947	558.317	600.222	716.684	2615.299	1784.842	734.019	1203.979	600.294	585.583	1089.608	1461.829	596.557	3230.712	997.185	1516.067	1354.207	1076.712	891.775	1141.813	914.968	1724.018	2405.973	1025.980	936.238	1233.957	1724.010	1497.026	1953.687	1347.486	900.102	996.899	1490.507	2556.773	1664.148	1494.602	1353.048	1074.124	1134.741	1902.563	2817.839	1047.942	1127.559	1062.113	954.143	1073.409	951.084	1051.308	874.958	1035.210	1377.747	1105.721	1215.133	853.420	840.733	802.083	747.916	2253.681	1065.503	1064.409	1095.365	800.830	971.890	1642.147	1068.996	1852.938
5	1080.153	1400.310	1352.988	949.330	3139.036	896.290	1167.164	749.048	544.393	582.275	675.868	2531.615	1735.142	730.812	1183.313	574.349	542.291	1033.678	1300.431	575.015	3219.453	1004.934	1461.072	1346.029	1057.098	864.589	1077.819	887.621	1576.287	2316.692	979.665	927.322	1146.092	1708.818	1420.061	1935.996	1342.811	885.733	962.378	1446.590	2534.734	1660.367	1471.985	1328.372	1047.376	1106.942	1847.637	2772.953	1031.120	1085.641	1034.185	954.542	1048.945	939.237	1028.953	832.400	1012.980	1359.773	1030.485	1190.788	809.599	797.758	756.220	710.104	2252.313	1040.105	1025.051	1061.878	811.648	945.257	1587.562	1022.226	1797.124
6	1227.446	1609.327	1329.393	941.995	3189.594	907.244	1286.029	777.074	576.303	587.006	685.735	2555.805	1753.842	726.745	1202.118	577.484	548.119	1036.447	1214.412	576.397	3221.948	1011.081	1425.928	1325.936	1059.493	866.894	1107.044	886.945	1571.162	2303.876	993.450	949.517	1146.681	1713.576	1461.152	1950.809	1358.914	880.830	1002.919	1438.305	2469.108	1645.977	1466.610	1318.681	1080.866	1122.386	1806.753	2727.120	1073.187	1126.472	1118.091	975.898	1024.110	946.605	1035.763	864.412	1016.245	1401.087	1001.858	1192.626	822.860	797.775	732.379	723.283	2243.914	1045.912	1041.290	1054.189	820.715	948.487	1579.276	1038.596	1811.280
7	1464.166	2050.867	1297.289	967.380	3163.036	930.568	1370.503	812.032	570.414	606.395	697.904	2529.500	1774.836	748.077	1316.359	587.444	557.411	1081.809	1195.398	605.856	3283.439	1053.446	1465.170	1369.357	1073.980	900.596	1135.198	914.429	1555.988	2236.227	1027.235	956.643	1151.675	1739.079	1587.670	2123.919	1412.463	959.852	1011.743	1415.632	2531.769	1703.117	1498.148	1354.990	1091.119	1142.291	1842.079	2720.766	1216.533	1173.472	1280.473	967.972	1063.967	973.800	1060.846	874.303	1154.070	1554.978	978.201	1254.714	850.911	825.783	782.621	703.096	2284.515	1070.779	1091.074	1115.128	850.915	971.408	1622.823	1080.396	1849.911
8	1681.478	2064.239	1363.723	998.909	3141.609	912.847	1356.977	842.624	557.600	597	691.735	2509.879	1742.164	745.986	1338.256	602.667	571.748	1169.714	1148.588	602.253	3307.137	1057.052	1429.561	1358.979	1070.483	906.404	1156.368	957.023	1509.880	2218.562	1022.755	957.867	1142.675	1765.517	1633.870	2150.199	1403.606	946.960	1011.412	1410.405	2531.443	1668.539	1512.455	1377.203	1106.350	1147.217	1793.763	2683.724	1257.458	1166.262	1242.811	992.046	1061.028	955.605	1030.817	885.794	1129.180	1562.755	939.980	1273.813	872.051	813.525	757.045	672.717	2319.742	1092.425	1106.773	1105.851	855.394	997.382	1602.776	1085.613	1845.978
9	2005.605	1943.177	1348.110	960.303	3214.292	901.562	1349.415	782.021	559.372	605.737	681.985	2544.914	1772.683	742.514	1346.867	614.865	605.391	1190.603	1132.839	598.969	3326.868	1070.806	1395.292	1382.586	1092.429	890.967	1175.582	926.913	1467.287	2177.032	1041.700	987.622	1137.018	1740	1781.217	2154.281	1398.829	966.835	1000.554	1410.330	2457.394	1646.508	1467.981	1350.908	1091.268	1172.217	1758.416	2626.135	1346.649	1161.041	1212.778	1005.097	1043.961	984.784	1021.414	877.952	1196.185	1552.507	938.657	1273.512	850.459	829.083	760.970	660.462	2267.724	1084.917	1105.784	1149.527	881.042	975.963	1593.518	1067.600	1886.378
10	2080.713	1967.354	1287	980.914	3279.708	913.250	1383.228	777.804	534.055	635.485	694.890	2548.552	1801.951	728.062	1261.949	592.365	616.106	1128.930	1067.531	572.959	3271.316	1046.962	1352.619	1391.743	1059.781	916.907	1150.275	900.708	1461.024	2178.411	1025.705	969.101	1141.135	1749.044	2014.852	2051.094	1391.640	947.102	992.716	1437.536	2499.660	1616.602	1412.174	1338.802	1037.840	1169.788	1687.368	2506.219	1489.449	1152.790	1204.727	987.861	1058.983	968.658	1009.408	867.533	1243.795	1541.611	920.623	1259.020	866.541	805.450	746.106	632.884	2258.196	1110.624	1126.188	1115.223	843.745	965.063	1566.846	1053.074	1833.338
11	1941.465	2012.734	1305.295	1047.475	3266.141	908.125	1405.415	818.593	550.145	649.299	721.199	2583.626	1847.492	736.899	1269.210	588.889	634.622	1104.884	975.559	563.665	3218.193	1046.976	1246.148	1376.386	1069.805	984.291	1116.670	902.416	1483.755	2216.335	1017.610	953.161	1124.712	1709.749	2019.017	1883.219	1367.251	935.693	998.013	1517.698	2471.251	1657.359	1451.758	1363.372	1054.304	1230.847	1664.779	2431.151	1486.600	1143.774	1231.473	999.343	1089.127	976.879	1018.426	864.727	1267.070	1585.782	952.529	1281.640	873.758	838.175	739.326	627.347	2277.116	1101.149	1090.398	1152.486	841.194	934.654	1565.052	1100.891	1790.302
12	1902.051	2014.080	1310.087	1115.371	3351.396	981.136	1863.772	879.413	566.972	676.383	786.581	2677.396	1922.262	753.846	1311.272	569.230	677.874	1100.055	991.384	591.325	3174.462	1062.090	1306.363	1372.221	1098.463	950.940	1157.868	931.315	1512	2292.243	1082.010	970.469	1114.656	1654.709	2110.283	1748.024	1350.914	951.648	1015.831	1531.137	2520.310	1650.641	1421.905	1399.372	1111.912	1347.333	1636.595	2296.635	1558.738	1176.872	1294.531	1101.861	1103.702	989.668	1041.592	899.806	1252.440	1618.052	1029.770	1320.389	900.312	876.275	714.583	619.470	2304.693	1095.282	1102.136	1167.953	869.691	962.717	1577.066	1124.809	1849.649
13	1796.503	2079.823	1364.335	1250.312	3301.401	1063.523	2232.310	897.894	591.021	752.078	1026.404	2744.799	2053.333	826.043	1379.195	607.127	687.132	1144	1004.218	638.216	3188.580	1089.099	1380.960	1443.350	1145.400	996.152	1270.582	984.662	1651	2424.438	1113.690	1022.147	1176.380	1753.438	2106.283	1709.585	1413.320	1001.892	1078.176	1599.858	2551.438	1641.586	1468.174	1436.048	1177.072	1562.058	1599.958	2264.573	1778.289	1234.579	1470	1197.222	1182.668	1045.084	1126.314	940.321	1253.200	1774.445	1121.868	1419.448	960.459	896.500	770.227	657.135	2417.540	1185.464	1144.011	1331.635	958.733	1001.712	1674.566	1196.839	1878.124
14	1681.745	2102.186	1359.850	1267.643	3309.802	1075.602	2549.790	938.270	613.593	786.898	1168.088	2799.034	2129.033	861.317	1432.764	585.810	682.166	1137.372	975.782	625.160	3162.175	1093.844	1401.193	1458.907	1154.015	1007.450	1225.681	976.306	1641.665	2460.459	1134.245	1017.507	1145.718	1766.650	1980.717	1633.809	1392.840	962.273	1032.561	1570.781	2556.818	1625.133	1392.894	1386.990	1177.016	1556.783	1503.942	2092.359	1781.622	1278.682	1787.029	1203.167	1172.050	1074.921	1156.929	943.776	1247.910	1836.812	1099.623	1463.857	953.140	900.042	782.167	640.622	2454.031	1113.779	1178.608	1512.088	927.121	1001.058	1631.438	1210.030	1876.578
15	1549.573	1989.274	1259.890	1152.697	3241.380	970.801	2312.889	880.566	547.738	683.252	1044.721	2700.960	2005.312	814.317	1359.226	574.579	604.384	1079.206	878.450	590.799	3036.967	1026.801	1318.525	1375.679	1069.615	929.020	1152.192	903.365	1508.383	2318.627	1059.805	957.535	1110.920	1751.453	1803.561	1513.719	1367.537	926.562	1009.473	1487.507	2548.995	1659.961	1362.356	1302.826	1125.804	1427.788	1458.521	2027.479	1668.413	1199.262	1623.938	1079.144	1185.448	997.279	1030.503	875.752	1154.540	1709.114	1047.946	1379.970	870.834	830.333	773.174	597.988	2371.792	1089.917	1098.972	1384.608	870.594	959.497	1581.386	1126.204	1765.538
16	1676.764	2013.487	1247.948	1114.891	3202.068	956.153	2278.830	954.847	553.248	656.641	966.206	2683.437	1973.683	838.885	1381.036	597.587	628.371	1080.382	889.142	602.840	3005.472	1031.507	1342.027	1426.700	1117.595	983.881	1218.429	978.648	1529.755	2323.281	1075.575	1007.913	1335.006	1906.138	1948.791	1745.138	1421.566	983.528	1059.446	1645.293	2579.172	1869.797	1438.833	1390.990	1261.366	1534.429	1526.016	2156.073	1684.053	1207.333	1580.200	1026.204	1204.155	1068.374	1023.053	921.630	1176.815	1769.668	1013.475	1416.951	862.968	848.117	810.599	617.542	2476.485	1150.547	1131.920	1330.527	916.145	1019.126	1632.941	1157.235	1763.244
17	2726.178	1902.159	1638.087	1089.973	3361.875	1301.892	2274.971	797.460	647.241	854.138	994.456	2739.213	2761.601	924.846	1091.436	624.802	812.046	880.874	1063.417	782.356	2314.066	1147.289	1526.251	1405.071	1331.205	1026.252	1585.923	1114.840	2021.186	3020.465	1396.940	1265.916	1717.362	2433.064	2730.522	1671.118	1575.646	1202.784	1338.446	2428.065	2346.798	2444.516	1963.064	1619.739	1845.129	1929.947	1607.305	2061.281	2465.498	1491.595	1683.069	1230.125	1434.674	1444.832	1248.041	1235.527	1439.085	1712.279	1243.907	1341.680	1184.554	1088.783	1096.788	686.705	1949.252	1381.409	1465.369	1630.311	1130.824	1198.047	1466.732	1277.765	2207.324
18	3080.758	1925.557	1719.295	1156.140	3434.490	1378.591	2313.076	841.032	660.469	1214.329	1152.191	2873.224	2800.552	1090.894	1181.451	630.833	896.424	976.276	1115.308	792.407	2315.755	1188.507	1487.726	1457.421	1425.946	1060.397	1682.560	1149.950	2158.389	3114.216	1487.630	1348.248	1820.245	2649.739	2912.765	1721.232	1685.211	1291.773	1388.486	2575.838	2371.828	2499.602	2022.636	1761.744	1875.113	2063.233	1711.405	2156.677	2726.511	1575.503	1756.098	1360.917	1471.403	1593.211	1403.095	1327.497	1580.175	1855.559	1359.250	1442.542	1280.561	1228.875	1168.288	703.163	1970.724	1486.950	1565	1812.642	1133.600	1279.634	1490.434	1350.552	2243.733
19	2801.089	1810.832	1751.913	1149.484	3179.505	1377.528	2065.906	805.339	695.407	1846.916	1262.250	2552.655	2791.617	1127.303	1125.297	673.357	905.728	961.482	1120.028	823.459	2207.594	1246.919	1606.794	1497.693	1453.615	1039.848	1726.231	1172.525	2097.856	2996.060	1511.920	1359.283	1742.307	2514.369	2892.661	1604.228	1628.337	1329.261	1407.703	2493.416	2298.237	2420.250	1918.212	1937.623	1787.546	1987.609	1703.168	2081.333	2930.595	1568.508	1593.018	1375.273	1503.657	1561.811	1344.254	1343.970	1542.840	1803.293	1275.392	1404.064	1411.675	1272.117	1185.864	727.179	1946.123	1479.166	1597.506	1694.770	1199.849	1297.644	1494.261	1324.443	2176.351
20	3498.618	1815.478	1600.561	1428.353	3407.792	1291.960	2454.813	1122.598	727.807	1469.653	1237.654	3099.609	2226.372	1527.663	1694.661	762.294	994.636	1520.482	1241.180	764.119	3018.510	1380.142	1604.556	1726.164	1457.371	1245.682	1732.225	1297.986	1971.892	2731.189	1470.575	1314.969	1699.755	2816.675	2634.861	1858.776	1703.680	1391.375	1335.635	2131.054	2970.133	2145.406	1891.311	2048.179	1873.974	2615.010	1908.047	2328.474	2565.093	1551.451	1733.135	1516.380	1627.437	1539.674	1604.852	1243.570	1628.430	2374.585	1188.613	1972.596	1399.924	1405.417	1169.136	806.402	2640.196	1428.420	1634.534	1769.399	1301.873	1257.120	1948.448	1421.252	1932.920
21	3543.732	1877.009	1798.231	1939.710	3142.229	1632.960	2611.766	1300.074	856.869	1492.737	1275.897	2958.523	2139.355	1703.452	2092.226	885.587	987.954	1987.442	1330.863	833.706	2945.877	1438.540	1543.718	1995.007	1762.727	1456.947	1816.714	1455.959	2093.120	2648.351	1576.910	1605.650	2124.847	3010.852	2443.474	1956.569	1729.377	1360.040	1372.581	1967.365	3138.089	1938.852	1877.633	2081.440	2055.495	3153.069	1939.874	2366.568	2444.822	1850.508	1839.524	1945.245	2067.972	1787.158	1740.266	1336.182	1810.980	2984.402	1229.564	2282.581	1733.280	1824.417	1378.621	883.900	2896.411	1525.182	2021.375	1929.432	1643.042	1395.419	2150.493	1660.930	1810.347
22	3651.038	1833.062	1864.381	1977.303	3269.729	1927.960	2651.708	1334.899	955.793	1638.180	1425.706	3171.063	2296.792	1672.423	2037.646	841.460	1065.291	1934.477	1445.483	862.701	2898.481	1442.607	1593.462	2044.036	1821.585	1436.742	1929.022	1507.091	2082.737	2783.330	1658.930	1603.909	2139.822	3029.207	2483.861	1862.841	1795.109	1421.193	1369.412	1989.567	3052.365	1991.883	1928.901	2165.715	2091.711	3009.487	1870.442	2202.099	2586.351	1978.051	1913.764	1994.106	2090.790	1748.637	1914.669	1471.430	1827.730	2831.397	1285.225	2212.271	1795.306	1776.733	1421.856	859.335	2729.055	1470.260	1930.449	1957.885	1559.364	1421.817	2182.945	2096.287	1890.289
23	3519.707	1789.965	1848.734	1948.339	3235.927	2095.273	2535.871	1248.688	937.641	1745.689	1424.934	3344.471	2356.771	1627.764	1953.174	874.762	1018.424	1825.201	1476.104	862.041	2827.193	1515.972	1504.157	2003.836	1850.034	1433.311	2060.214	1512.658	2099.413	2832.605	1702.370	1575.434	2025	2842.537	2430.696	1691.809	1738.994	1455.392	1355.554	1990.142	2935.616	2019.750	1873.360	2077.169	2202.598	2857.974	1855.237	2147.026	2683.951	2016.215	1917.564	1918.139	2145.823	1700.089	1865.562	1560.745	1747.040	2694.852	1273.088	2111.458	1725.051	1680.775	1535.008	869.550	2638.135	1460.950	1830.159	1904.041	1554.042	1426.157	2088.537	2151.191	2024.333
24	3570.414	1843.053	1908.561	2050.891	3394.885	2148.455	2503.573	1247.492	945.255	1657.731	1488.713	3296.351	2333.448	1850.558	1951.990	857.325	1044.775	1941.653	1424.474	865.784	2767.033	1496.099	1474.888	2062.786	2046.868	1424.397	2047.533	1509.703	2072.737	2842.535	1766.320	1651.220	2056.736	2841.094	2363.844	1688.663	1807.143	1463.722	1336.034	1914.427	2988.852	2004.953	1875.451	2087.333	2105.392	2950.127	1797.168	2058.260	2746.516	2281.523	1876.287	1947.176	2176.757	1753.547	1851.562	1531.751	1800.475	2860.170	1283.167	2167.291	1717.943	1751.325	1563.053	910.936	2704.233	1472.519	1913.125	1863.831	1558.570	1412.702	2101.257	2431.678	1954.804
25	3496.567	1901.336	2008.919	2264.253	3338.375	2199.278	2557.228	1252.836	942.352	1561.150	1529.088	3137.994	2266.546	1915.582	2062.544	907.468	1066.238	2159.809	1431.673	892.247	2576.222	1545.208	1458.848	2134.493	2189.595	1475.073	2213.994	1631.932	2158.635	2831.238	1912.245	1854.129	2181.656	2847.769	2366.713	1795.358	1886.423	1542.886	1420.095	1939.832	3138.069	2017.641	1959.083	2084.005	2085.670	3148.307	1943.942	2100.167	2758.738	2212.636	1868.869	2113.338	2384.017	1849.463	1820.101	1482.958	1877.760	3062.031	1307.216	2268.305	1829.102	1923.933	1686.568	908.697	2679.448	1524.215	2063.250	1947.223	1626.370	1512.707	2197.746	2682.978	1885.169
26	3381.905	1706.327	1976.474	2061.294	3474.620	2098.551	2371.176	1194.328	922.131	1761.006	1720.485	3376.316	2391.978	1928.399	1920.277	872.127	1074.364	1921.588	1451.147	892.995	2544.425	1536.782	1448	2073.643	2113.444	1420.517	2622.528	1580.822	2085.820	2956.454	2011.640	1714.717	2091.644	2737.862	2462.713	1651.846	1877.657	1631.926	1441.182	2057.937	3018.276	2098.289	1952.905	2017.700	2094.144	2828.915	2005.600	2223.656	3000.258	2102.774	1809.647	1983.588	2250.845	1800.674	1755.148	1581.521	1826.915	2686.424	1314.515	2059.596	1800.643	1700.008	1557.939	891.637	2656.804	1570.812	1869.477	1855.419	1496.606	1492.806	2122.382	2628.096	2063.729
27	3387.968	1580.443	1937.890	1815.240	3400.625	2170.364	2242.778	1144.228	888.097	1841.749	1854.816	3387.581	2508	1710.678	1781.728	832.484	1097.020	1802	1407.597	895.196	2404.495	1537.573	1453.480	2044.343	2374.156	1382.351	2916.906	1578.827	2024.395	3109.330	2034.705	1610.339	1933.110	2551.502	2428.665	1541.016	1792.469	1680.960	1425.216	2072.558	2927.261	2162.719	1912.943	1936.812	2195.448	2598.593	1942.110	2118.797	2964.813	1960	1700.124	1829.657	2136.122	1724.984	1705.935	1538.242	1749.420	2506.275	1292.809	1920.951	1741.631	1590.850	1407.849	893.363	2515.614	1486.077	1764.011	1811.899	1398.691	1470.466	2022.121	2495.004	2151.871
28	3389.612	1495.186	1872.642	1681.466	3276.297	2112.148	2146.292	1083.952	851.359	1769.641	1760.728	3411.379	2515.754	1603.183	1694.754	786.016	1073.205	1683.146	1293.313	888.263	2303.307	1509.692	1384.637	1971.921	2301.864	1348.139	3095.626	1511.749	2005.192	3115.638	2028.530	1558.080	1814.595	2436.704	2340.909	1457.386	1758.840	1670.398	1401.034	2213.262	2947.409	2188.227	1877.417	1857.213	2165.717	2488.005	1840.905	2067.391	2898.004	1879.477	1623.767	1723.602	2017.199	1681.642	1629.420	1499.430	1674.120	2397.485	1259.338	1826.212	1681.267	1516.083	1316.091	835.279	2384.282	1384.519	1683.540	1721.797	1299.473	1454.691	1951.518	2366.491	2172.289
29	3232.248	1417.965	1802.127	1631.086	3216.995	2030.011	2056.462	1056.820	848.324	1734.329	1638.610	3374.178	2504.803	1469.764	1594.533	710.810	1096.205	1600.598	1199.351	855.330	2059.288	1418.389	1323.058	1949.536	2524.337	1263.536	3307.841	1444.105	1961.922	3140.227	1981.350	1468.906	1663.607	2238.980	2255.696	1325.691	1612.257	1564.074	1347.311	2136.949	2788.276	2096.969	1779.477	1701.121	2143.804	2283.402	1768.595	1931.099	2789.569	1862.559	1542.567	1584.241	1904.895	1611.100	1531.314	1438.467	1623.700	2258.764	1195.618	1680.049	1570.733	1450.508	1189.856	859.151	2237.816	1325.895	1564.381	1624.730	1230.558	1369.115	1824.489	2252.665	2147.778
30	3140.987	1334.779	1743.433	1556.986	3045.917	1850.665	1976.643	988.974	776.269	1639.359	1522.059	3295.845	2399.366	1340.659	1506.610	705.071	1035.729	1529.055	1096.450	798.691	1944.090	1347.583	1233.888	1909.779	2509.073	1197.854	3406.357	1435.648	1877.479	3099.086	1863.960	1398.975	1587.313	2246.222	2221.713	1252.183	1616.863	1548.983	1255.554	2145.669	2756.882	2016.258	1761.644	1647.686	1911.211	2117.937	1688.142	1810.771	2769.587	1850.867	1487.131	1518.597	1826.138	1545.426	1434.787	1405.600	1509.640	2280.131	1183.196	1593.360	1504.433	1407.108	1165.015	837.641	2230.092	1307.099	1520.318	1551.351	1158.400	1351.571	1780.875	2374.270	2050.929
31	3096.586	1320.460	1689.023	1507.557	3006.547	1763.159	1877.901	950.201	766.924	1663.766	1480.713	3299.506	2356.585	1259.135	1438.672	687.524	1013.026	1536.317	1049.616	784.077	1814.245	1334.156	1248.117	1841.700	2426.293	1185.768	3505.885	1433.205	1801.898	3100.600	1839.355	1392.010	1523.638	2180.197	2187.826	1320.081	1609.931	1556.216	1278.412	2132.302	2673.631	2004.117	1790.186	1633.077	1859.644	2082.021	1712.747	1831.786	2791.413	1714.579	1404.702	1458.403	1775.757	1495.005	1407.272	1379.830	1441.330	2263.135	1140.172	1541.537	1428.217	1322.267	1077.349	820.777	2222.810	1294.818	1472.642	1547.608	1155.176	1364.225	1804.452	2299.548	2010.742
32	3355.522	1914.354	1819.977	1555.738	2979.656	1727.284	2487.216	1035.794	1642.145	1779.982	1584.103	3391.299	2665.749	1369.639	1628.487	764.944	1115.841	1637.382	1172.697	986.706	1896.533	1513.929	1535.480	2000.686	2447.644	1367.947	3647.961	1603.516	1998.689	3216.778	2118.035	1606.073	1812.638	2361.419	2752.587	3056.764	1923.646	1995.358	1443.047	2203.954	2857.089	2187.648	2102.231	2351	1936.603	2322.788	2051.979	2124.510	3019.556	1704.482	1473.673	1614.843	1854.204	1776.074	1601.994	1495.267	1616.430	2494.590	1279.348	1625.970	1574.280	1423.917	1170.394	937.303	2373.429	1567.635	1696.091	1793.534	1293.073	1542.173	2050.647	2419.091	2229.120
33	3471.911	2236.814	1764.422	1558.715	2813.323	1553.335	3532.199	1150.233	2216.462	1720.587	1459.221	3471.391	2758.060	1368.707	1639.431	824.389	1009.669	1579.171	1160.616	942.639	1852.439	1472.370	1734.839	1937.450	2259.161	1357.298	3655.583	1520.096	2154.425	3188.335	2005.960	1601.280	1935.282	2273.384	3208.465	3648.655	2010.514	1989.665	1418.649	2096.818	2829.094	2104.414	2028.224	2537.570	1797.407	2260.810	1988.874	2045.167	2940.115	1645.544	1467.822	1589.356	1774.525	1744.842	1692.361	1417.400	1686.965	2434.485	1266.652	1564.901	1535.267	1431.767	1126.970	950.737	2404.945	1634.674	1702.312	1820.743	1266.545	1562.812	2093.177	2269.835	2217.840
34	3383.268	2089.611	1606.572	1451.756	2626.464	1364.926	3580.573	1123.413	2230.483	1566.784	1336.198	3342.615	2622.896	1236.769	1564.251	743.714	976.093	1497.874	1050.417	817.887	1685.877	1337.389	1545.507	1821.464	1969.298	1290.874	3541.659	1343.347	2019.263	3022.946	1747.920	1448.157	1783.810	2054.941	3180.144	3584.443	1854.714	1781.585	1277.122	1913.952	2662.478	1989.859	1804.856	2285.324	1625.052	1985.323	1837.468	1860.630	2676.107	1500.738	1401.396	1450.227	1622.901	1558.142	1515.071	1288.521	1594.580	2284.555	1166.873	1458.310	1326.541	1273.800	1022.932	862.892	2187.129	1476.343	1548.517	1598.818	1134.727	1428.874	1974.934	2003.635	2068.133
35	3248.592	1908.053	1499.017	1367	2593.510	1196.818	3492.684	1013.397	2141.214	1414.886	1192.022	3233.604	2458.328	1069.688	1465.026	678.627	886.450	1434.151	944.564	723.485	1513.538	1198.943	1390.529	1710.143	1734.273	1196.219	3413.868	1210.393	1883.497	2873.151	1542.400	1328.077	1612.767	1886.828	2995.957	3523.732	1702.109	1512.824	1164.595	1711.350	2449.355	1758.383	1628.617	1991.087	1446.036	1763.106	1650.074	1678.042	2497.542	1421.195	1328.582	1346.153	1498.044	1374.642	1362.870	1133.970	1401.750	2075.192	1033.941	1429.798	1203.662	1194.325	935.939	751.980	1985.988	1305.398	1435.540	1437.196	1040.436	1288.696	1838.434	1790.313	1891.938
36	3052.847	1658.761	1403.254	1290.946	2539.104	1059.494	3347.123	931.349	2012.966	1221.964	1044.897	3096.517	2282.885	971.740	1365.241	613.087	745.834	1313.387	830.995	643.608	1355.849	1112.512	1233.915	1538.586	1489.654	1067.046	3258.039	1099.347	1783.341	2671.281	1372.545	1212.112	1500.313	1725.291	2753.396	3399.398	1534.914	1340.386	1036.047	1556.094	2362.463	1637.891	1458.599	1772.565	1302.737	1598.222	1516.374	1580	2222.542	1304	1218.600	1206.449	1374.193	1230.268	1202.438	1037.030	1262.305	1985.197	958.505	1371.946	1064.739	1073.225	832.341	665.008	1888.816	1186.066	1293.506	1287.500	952.212	1177.508	1707.077	1590.235	1746.809
37	2837.975	1504.327	1291.919	1201.489	2391.771	945.210	3164.713	860.503	1755.290	1074.066	953.316	2994.149	2070.672	878.986	1265.897	571.056	708.629	1210.714	770.156	585.722	1313.179	1039.626	1107.574	1422.414	1308.322	978.530	3061.566	983.091	1621.737	2499.313	1209.500	1092.885	1300.080	1572.970	2488.217	3227.996	1460.274	1184.682	1033.851	1442.368	2289.301	1671.102	1326.121	1616.826	1192.371	1465.159	1510.879	1599.323	2027.227	1214.077	1129.484	1084.042	1248.917	1141.947	1084.645	927.182	1138.685	1805.904	875.196	1267.389	941.930	930.167	799.538	588.888	1794.184	1077.751	1203.403	1150	880.661	1061.476	1613.037	1398.156	1647.067
38	2589.293	1367.575	1249.023	1131.005	2321.193	891.511	2956.977	779.810	1473.683	944.916	899.074	2898.213	1887.093	811.663	1231.215	549.016	625.960	1136.975	704.711	547.737	1188.009	986.777	1051.529	1331.207	1174.712	924.013	2887.961	919.918	1537.216	2448.746	1156.515	1038.871	1231.797	1447.823	2299.796	3097.959	1387.240	1075.148	970.595	1359.815	2273.611	1715	1296.572	1492.749	1086.758	1307.847	1437.526	1499.005	1873.089	1113.887	1064.458	1035.417	1172.420	1107.847	998.604	867.855	1035.330	1701.236	840.451	1187.483	861.032	859.108	734.144	562.116	1757.012	1043.624	1096.131	1099.703	842.752	990.822	1560.393	1299.509	1542.684
