 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73
1005	953.713	1068.832	1024.017	762.855	1357.010	729.290	2340.018	709.566	1335.993	621.114	745.779	1713.241	1226.027	899.938	783.405	489.889	506.033	796.508	649.374	513.134	766.807	870.848	1034.713	1353.779	947.098	867.384	1003.769	803.087	1266.413	1653.584	999.455	901.273	1044.528	1051.271	1525.600	2765.167	1220.926	968.977	867.412	1571.906	1059.010	1102.164	1263.538	1545.642	916.582	993.233	2081.721	1323.344	914.582	966.400	895.265	851.944	887.619	881.263	869.917	720.436	890.575	1367.511	772.838	1057.404	720.038	698.708	582.023	515.956	868.963	909.624	914.795	1073.534	713.849	871.969	1381.996	947.848	1249.876
1006	903.994	1010.310	996.624	730.633	1604.922	715.926	2565.573	694.508	1317.152	584.988	695.118	1640.816	1169.016	844.500	748.800	473.516	531.974	775.487	618.427	477.608	722.373	829.739	988.139	1273.279	906.322	826.656	947.115	764.288	1266.850	1582.714	919.195	866.486	1004.294	1025.478	1395.617	2654.386	1148.737	924.114	837.845	1481.527	1005.714	1041.781	1188.538	1394.338	897.036	956.730	1927.395	1240.911	861.204	944.964	877.382	837.232	861.591	846.042	795.823	710	869.320	1291.148	758.667	1019.103	707.064	680.917	579.220	499.538	841.571	878.961	884.330	1035.709	710.903	840.785	1324.489	924.557	1164.996
1007	850.548	980.690	970.850	719.091	1950.380	696.807	2744.836	660.482	1177.752	539.719	644.581	1548.155	1098.355	756.966	705.672	461.778	603.629	796.020	593.754	452.237	711.854	823.028	918.466	1194.443	877.434	766.980	917.940	758.575	1312.018	1532.432	877.800	825.402	971.374	995.897	1286.983	2523.594	1116.697	845.528	799.662	1418.222	963.601	1012.469	1153.742	1299.082	845.155	903.238	1755.242	1172.089	831.969	912.200	866.091	856.116	842.978	820.990	761.686	672.806	837.470	1249.100	735.995	956.025	669.879	651.092	579.326	473.510	777.196	802.718	888.159	984.655	700.176	820.330	1304.599	886.226	1118.187
1008	824.936	895.956	957.936	726	2079.276	692.375	2744.801	649.111	1035.386	524.180	600.757	1518.075	1049.607	737.312	682.395	444.421	607.331	806.693	571.479	443.773	730.288	801.507	857.363	1161.057	834.419	769.841	898.538	750.164	1292.114	1495.400	905.355	803.056	932.497	971.281	1219.704	2320.598	1059.577	796.801	795.676	1349.464	924.690	967.430	1126.258	1211.034	816.433	893.212	1609.158	1121.255	800.889	906.887	836.280	874.125	849.508	790.342	753.207	663.703	818.135	1214.978	717.873	938.330	689.025	630.975	572.803	459.259	740.994	774.624	846.170	981.061	668.576	774.403	1241.629	865.565	1120.516
1009	774.440	903.381	938.624	707.511	2269.146	687.028	2707.023	616.772	884.655	486.874	568.257	1481.948	1018.191	696.750	682.338	442.048	601.265	787.538	547.043	431.340	687.924	803.749	808.686	1130.950	818.054	731.503	875.429	740.374	1240.737	1459.611	850.765	780.070	901.313	958.670	1097.826	2105.658	1041.771	766.256	775.196	1285.980	889.635	940.930	1078.216	1162.589	790.351	878.503	1545.516	1068.490	785.396	906.338	851.418	888.801	825.414	776.700	733.716	632.939	802.145	1211.293	699.157	902.887	676.975	631.808	561.901	459.594	744.276	771.580	826.886	933.831	668.073	739.906	1242.552	875.726	1043.569
1010	741.185	866.947	912.786	693.127	2389.724	673.875	2477.316	602.365	782.207	481.611	566.015	1438.730	994.814	668.447	647.364	435.341	577.834	763.663	533.209	420.433	678.840	782.517	762.821	1106.929	798.107	697.404	843.978	718.525	1217.269	1432.627	847.115	750.503	854.098	934.537	1061.813	1900.500	1019.469	707.881	776.365	1238.182	887.281	919.344	1091.508	1124.966	793.144	862.852	1480.642	1051.651	762.818	888.523	812.935	871.602	815.773	750.453	677.095	635.158	785.170	1156.087	678.520	888.808	657.440	595.100	553.705	462.741	718.393	736.044	846.722	899.622	658.624	741.613	1205.938	835.535	1036.342
1011	749.637	864.779	901.104	695.814	2418.984	683.557	2273.070	614.238	664.662	476.048	556.860	1403.379	996.634	679.447	649.318	437.167	539.404	772.151	524.839	421.753	677.481	781.919	746.516	1072.093	785.127	694.212	824.885	729.968	1167.814	1385.757	843.840	751.514	812.693	932.424	1023.622	1770.654	1005.583	717.392	790.250	1210.214	897.409	951.508	1088.742	1103.444	810.923	854.995	1406.353	1068.573	751.458	869.462	813.618	824.852	855.326	740.179	668.243	633.188	794.790	1158.956	659.833	860.020	638.726	602.992	539.318	443.988	713.871	731.475	793.511	884.959	654.376	740.885	1227.868	840.361	1031.596
1012	731.854	838.947	889.306	677.643	2607.260	661.795	2109.433	597.063	627.531	464.683	522.934	1395.856	973.525	617.279	632.928	420.341	590.464	765.598	523.536	407.912	669.406	776.668	724.946	1072.900	784.693	705.053	843.846	721.059	1173.132	1384.995	819.445	743.234	819.166	964.365	997.583	1580.264	1004.411	691.222	774.899	1146.533	886.202	922.438	1055.394	1087.560	795.423	849.265	1309.842	1017.714	753.222	874.749	816.855	803.954	822.652	727.174	653.059	623.194	776.340	1124.476	646.966	859.448	621.866	599.758	558.568	440.359	707.632	728.569	784.903	874.642	642.545	738.534	1189.110	823.796	1014.600
1013	728.070	857.257	900.526	688.597	2734.401	659.659	1928.462	597.265	534.366	469.431	543.118	1402.598	944.705	612.697	600.682	429.492	646.464	802.372	523.441	413.716	678.066	774.645	710.395	1078.750	784.844	697.742	865.236	725.475	1179.611	1410.065	804.250	704.773	770.245	949.616	959.770	1451.102	1001.491	694.085	752.547	1110.140	859.803	898.539	1038.352	1061.937	826.851	852.820	1262.426	1012.401	727.596	867.272	831.604	799.732	821.729	727.363	659.272	616.709	771.535	1109.878	651.853	838.704	655.006	585.842	520.803	432.534	686.012	700.177	800.773	855.939	652.285	732.236	1187.857	813.952	1030.138
1014	709.178	849.655	923.214	703.534	2815.365	672.148	1783.854	603.630	538.869	495.766	548.632	1393.937	991.546	614.322	619.754	435.397	622.675	804.955	519.351	431.093	672.882	772.028	705.480	1070.921	799.615	702.113	850.110	740.644	1153.198	1394.114	816.080	737.783	779.834	960.030	954.209	1299.996	985.143	679.153	759.459	1105.917	871.975	906.328	1062.447	1057.251	834.814	863.630	1310.574	1038.031	751.093	880.933	814.989	781.616	813.807	736.595	661.136	608.927	782.180	1112.188	675.794	862.148	629.006	583.375	539.455	438.952	687.939	710.762	798.545	861.655	653.685	725.089	1199.636	816.913	1041.187
1015	752.382	833.372	916.832	695.896	2838.641	672.557	1635.602	600.471	510.917	489.743	522.147	1464.983	957.612	599.293	607.544	429.817	607.510	807.156	529.066	419.861	688.651	788.313	712.363	1051.036	777.215	696.848	837.484	764.735	1145.653	1452.097	796.170	725.213	754.994	974.217	969.109	1250.959	1016.383	683.682	755.547	1065.342	865.207	912.188	1053.140	1070.043	825.716	839.381	1276.400	1003.234	756.422	870.236	824.920	791	811.448	713.874	658.101	630.558	800.930	1105.607	663.431	860.030	634.809	593.700	535.242	433.956	693.184	723.155	822.381	863.162	681.048	758.450	1218.607	842.222	1038.307
1016	730.662	797.204	921.642	696.593	2889.703	681.028	1510.538	607.862	472.621	489.958	531.809	1492.052	969.421	598.938	611.928	443.706	590.079	791.533	525.682	426.964	692.151	791.355	701.354	1093.107	792.585	686.265	874.527	786.361	1143.976	1478.259	827.385	731.615	754.785	1005.217	971.578	1145.032	983.766	668.926	737.784	1048.994	877.631	905.516	1086.208	1060.005	813.505	848.111	1231.990	990.818	761.964	869.846	816.727	781.370	813.613	728.895	666.183	632.012	783.370	1097.214	648.338	831.478	625.223	608.642	516.614	441.618	709.528	705.166	827.659	844.446	694.964	744.063	1226.665	823.070	1033.751
1017	769.446	803.876	922.844	722.570	2919.891	713.761	1407.702	619.243	474.331	505.204	555.279	1471.379	1003.612	613.082	633.087	457.222	654.682	806.950	533.227	464.093	698.123	812.664	726.386	1092.207	809.683	725.046	866.484	774.703	1136.922	1518.259	859.555	737.213	771.178	1035.463	1096.452	1097.468	1008.743	671.977	756.655	1119.758	888.808	933.258	1117.731	1090.319	842.753	865.661	1194.226	1016.208	773.302	895.446	833.549	837.528	821.829	732.800	667.527	647.648	793.920	1124.655	675.691	881.330	655.459	614.792	544.447	459.546	734.061	739.630	822.295	869.041	704.242	758.367	1229.011	840.378	1071.698
1018	902.325	1010.549	990.590	841.421	2923.161	783.159	1391.667	712.482	496.428	570.970	628.221	1603.011	1122.831	803.486	775.431	552.452	698.801	850.598	615.265	708.325	833.387	908.976	850.708	1250.186	1103.444	814.536	965.560	867.589	1218.886	1647.719	924.355	822.906	890.521	1171.182	1697.548	1145.224	1127.491	796.523	938.439	1579.094	1070.808	1141.391	1620.837	1282.575	1036.979	1083.370	1372.632	1248.219	914.200	999.359	898.611	938.921	901.166	845.658	769.408	733.448	925.255	1286.594	740.431	962.729	739.503	660.092	590.864	563.880	830.785	855.519	921.727	1004.142	789.455	852.131	1316.415	936.639	1234.209
1019	942.408	1118.089	1046.965	955.181	2898.021	818.892	1395.667	755.720	506.676	554.024	623.110	1752.023	1179.186	816.466	810.272	567.659	674.523	837.472	658.521	766.768	860.283	911.801	879.161	1268.236	1279.644	807.404	987.604	869.918	1281.808	1673.486	1006.490	912.528	911.620	1149.197	1803.265	1098.569	1152.503	854.966	959.500	1743.732	1140.591	1165.805	1869.163	1320.300	1042.644	1097.677	1510.568	1350.911	939.009	1048.472	944.847	971.782	953.923	906.821	858.592	804.570	940.235	1309.275	765.343	1021.079	798.191	712.942	641.265	594.227	857.356	870.453	986.773	1039.946	802.824	837.026	1317.820	959.087	1273.973
1020	894.140	1086.974	1031.884	947.330	2785.599	794.301	1338.491	720.741	486.179	554.593	614.721	1758.149	1177.459	808.048	790.492	564.865	609.219	816.668	642.692	773.990	844.693	900.754	858.780	1230.521	1204.263	806.060	960.703	855.041	1251.778	1663.189	990.765	887.168	888.497	1120.685	1878.591	1053.837	1140.617	1046.114	932.480	1675.179	1114.852	1146.062	1693.526	1267.507	1017.366	1094.794	1441.021	1288.328	916.302	1018.815	949.636	928.787	920.481	888	830.237	798.194	923.410	1274.873	752.868	1013.946	774.560	707.967	613.023	561.076	850.969	867.530	962.244	1032.155	776.715	854.361	1283.750	919.326	1246.120
1021	889.503	1090.690	1011.659	958.869	2736.505	806.517	1266.959	742.307	473.110	545.234	631.662	1729.672	1144.229	795.082	785.205	536.405	546.166	816.357	619.801	718.314	810.500	886.754	837.063	1183.007	1166.293	806.523	917.874	831	1236.150	1619.632	988.955	898.566	919.528	1113.557	1834.609	995.980	1115.543	1137.006	887.628	1508.889	1068.103	1070.781	1532.064	1178.575	971.912	1063.661	1483.890	1207.240	879.756	1013.026	962.938	935.042	937.901	880.668	877.538	768.606	916.520	1229.301	744.779	1016.961	813.325	722.925	589.273	559.259	824.025	830.376	954.909	997.568	731.206	802.387	1301.717	912.452	1180.040
1022	879.618	1097.274	1031.688	957.276	2627.104	826.557	1305.532	717.646	486.021	566.856	642.897	1708.420	1138.858	924.591	796.026	552.563	539.013	797.101	634.427	786.722	829.986	892.877	858.762	1221.343	1221.151	805.464	967.011	833.256	1255.449	1607.286	1034.050	936.168	922.650	1070.473	2002.052	1024.419	1130.223	1183.949	865.162	1448.812	1074.163	1077.781	1502.837	1192.333	997.402	1058.810	1509.974	1201.469	894.307	1029.287	966	965.282	941.735	908.042	904.006	825.436	976.895	1240.362	773.348	1017.286	855.885	754.667	617.379	556.865	833.344	830.939	986.125	1003.554	773.151	815.827	1313.206	937.178	1197.898
1023	923.624	1115.920	1076.306	1032.946	2534.656	860.960	1280.421	735.053	489.966	573.934	618.456	1747.908	1134.749	937.457	788.574	559.770	524.894	816.281	624.882	774.763	812.915	894.104	836.238	1210.993	1175.507	803.212	1002.621	860.306	1299.659	1633.535	1150.260	959.521	930.135	1055.345	2156.500	1045.768	1151.246	1212.335	879.818	1507.547	1085.596	1076.898	1415.795	1172.691	999.784	1102.265	1539.990	1200.698	897.582	1052.374	959.880	961.810	979.674	924.811	940.018	824.176	972.160	1235.031	772.186	1043.714	865.096	784.483	636.864	548.510	823.515	843.392	993.352	1005.588	755.867	836.471	1308.346	945.265	1175.324
1024	893.879	1095.726	1036.064	1033.796	2453.938	836.898	1214.316	715.582	472.897	562.443	598.559	1751.931	1124.224	945.101	776.897	524.508	476.185	799.307	631.327	748.149	783.840	873.488	844.413	1200.500	1093.283	796.013	982.912	850.694	1284.365	1614.497	1162.035	919.643	918.006	1040.547	2174.374	1154.468	1146.749	1326.648	873.959	1505.613	1067.301	1058.102	1394.034	1207.981	995.990	1093.725	1632.584	1197.203	870.458	995.862	958.844	922.556	954.271	898.474	901.444	800.224	941.955	1248.467	721.725	1053.015	831.070	792.833	638.455	543.414	823.405	828.066	965.080	996.270	753.727	840.539	1299.588	945.783	1135.373
1025	886.076	1103.018	1008.595	1007.018	2275.396	808.312	1188.614	745.762	472.483	553.192	593.926	1690.810	1090.836	931.606	756.959	540.500	467.159	778.447	632.299	717.077	783.641	868.190	875.309	1194.629	1048	814.662	963.505	826.890	1280.036	1587.470	1181.555	913.315	929.650	1066.074	2232.052	1256.134	1203.937	1428.881	909.399	1487.464	1043.547	1050.352	1311.439	1219.845	988.124	1072.556	1936.242	1219.005	882.182	1010.697	943.218	926.116	927.459	864.074	909.402	785.291	942.295	1242.716	758.716	1090.911	815.898	759.400	624.765	527.442	816.687	845.094	927.011	946.088	740.224	822.382	1336.790	939.522	1138.058
1026	908.554	1171.894	1076.567	976.982	2161.010	828.557	1216.836	802.365	489.779	558.641	615.301	1763.333	1143.639	1040.630	783.205	578.651	490.371	806.482	683.265	785.593	823.330	913.133	889.821	1210.193	1062.498	862.457	1005.533	874.644	1297.832	1626.881	1420.420	953.822	1004.742	1151.103	2405.839	1400.411	1242.263	1615.443	931.561	1573.427	1089.453	1104.484	1372.167	1375.531	1009.299	1109.381	1987.179	1242.141	915.164	1057.826	955.742	968.806	958.011	958.990	919.071	838.036	980.030	1266.083	750.461	1153.232	874.057	786.767	653.030	554.386	863.031	886.801	982.409	993.899	779.212	844.848	1370.588	1009.278	1216.458
1027	884.350	1141.380	1101.139	1101.475	2075.953	865.500	1250.006	823.190	517.462	609.186	652.934	1817.224	1151.437	989.207	789.354	559.056	481.073	800.739	680.934	771.696	809.208	906.370	862.108	1219.814	1038.146	812.430	1027.060	866.397	1332.557	1650.908	1562.615	952.689	1002.252	1157.379	2379.191	1378.972	1208.766	1576.949	944.703	1647.507	1128.172	1139.422	1384.814	1419.556	1019.082	1141.751	2097.774	1275.651	936.822	1073.631	984.211	984.315	991.309	970.363	951.148	830.200	975.865	1284.279	785.044	1161.640	933.242	838.158	671.795	559.004	859.706	895.254	968.040	1000.297	779.636	862.220	1356.261	1013.543	1192.916
1028	887.478	1287.823	1090.301	1094.674	1981.255	858.318	1250.018	836.545	527.179	617.258	653.265	1836.632	1138.579	1024.019	793.215	538.984	488.013	798.879	665.171	759.232	802.755	877.232	847.188	1193.343	1031.312	832.828	1042.758	874.146	1285.473	1662.508	1641.815	970.276	1017.914	1176.345	2370.674	1406.866	1236.029	1628.597	931.034	1567.504	1078.990	1113.922	1321.314	1412.792	1018.510	1074.704	2062.005	1266.620	925.049	1076.113	989.316	986.116	986.779	984.979	953.420	846.521	1005.320	1263.996	771.466	1178.424	920.363	826.083	655.955	541.976	881.350	910.116	971.170	1033.446	771.303	872.435	1328.835	1020.435	1170.307
1029	896.274	1393.239	1079.410	1064.964	1886.766	848.040	1320.187	821.021	518.386	610.874	636.441	1827.960	1156.453	1014.899	784.262	572.778	469.735	797.899	676.199	720.521	791.406	908.142	842.547	1212.243	1034.073	804.808	1010.764	876.059	1342.599	1674.919	1847.275	1093.598	995.055	1154.320	2389.404	1372.463	1191.680	1548.301	913.365	1596.593	1034.202	1091.922	1309.026	1398.826	1004.320	1084.466	1980.153	1240.365	938.093	1095.041	1009.364	979.796	1008.166	1006	996.870	843.976	987.485	1296.620	798.422	1205.458	942.191	805.925	659.811	557.685	854.841	868.011	958.761	1055.291	769.691	850.681	1341.386	1022.691	1146.151
1030	913.624	1352.655	1074.035	1031.665	1759.354	844.642	1312.234	801.656	527.876	598.054	645.713	1838.851	1135.738	979.601	761.703	557.706	471.603	779.362	650.905	721.866	790.561	891.735	851.771	1237.821	1047.229	851.596	1020.407	871.813	1358.293	1657.378	1770.235	1123.196	958.264	1131.562	2260.213	1288.386	1185.429	1512.489	898.108	1538.641	1005.350	1039.016	1265.500	1419.546	982.165	1056.418	1897.463	1193.583	917.764	1081.544	1004.451	964.569	995.481	949.053	940.036	844.552	968.910	1252.083	762.294	1179.936	916.229	809.217	664.174	554.402	856.810	866.619	982.455	1019.061	775.091	854.204	1370.250	989.235	1152.120
1031	942.618	1314.292	1056.803	1324.905	1683.474	888.557	1330.737	813.275	513.828	608.030	649.382	1923.098	1153.049	978.668	784.923	555.373	463.821	795.598	660.081	752.670	791.528	886.336	864.677	1249.879	1036.044	828.974	999.505	874.014	1392.904	1697.573	1586.350	1217.234	951.675	1078.483	2239.026	1263.500	1191.880	1549.886	896.689	1493.296	1018.182	1067.297	1279.595	1473.478	986.536	1068.884	1889.537	1222.677	923.480	1114.503	998.175	1005.972	1014.873	954.363	991.627	869.897	981.950	1267.603	788.569	1193.379	942.764	825	660.455	584.060	833.571	840.061	991.284	1044.736	766.873	859.581	1388.232	997.783	1145.742
1032	994.732	1437.336	1127.306	1378.457	1616.932	916.523	1360.807	819.418	528.697	613.707	656.309	2026.328	1169.087	992.048	804.385	565.048	484.358	833.884	700.953	767.067	820.958	914.289	923.408	1351.093	1116.161	859.642	1071.615	898.219	1398.467	1730.486	1656.860	1219.934	1016.736	1144.862	2353.874	1704.968	1295.846	1966.057	977.169	1535.345	1051.246	1120.875	1387.955	1648.319	1055.536	1167.275	2487.637	1351.547	970.960	1117.041	1019.062	1013.968	1029.635	971.858	1035.071	892.279	1019.695	1305.664	835.098	1162.453	963.433	846.192	699.356	614.036	878.577	917.746	1051.540	1090.108	803.661	895.733	1448.710	1044.122	1227.427
1033	1174.815	1712.699	1180.578	1443.959	1601.651	966.619	2452.637	894.926	1177.021	738.563	718.721	2129.672	1379.016	1048.048	918.210	633.421	584.252	901.859	803.332	815.082	878.033	1060.536	1136.013	1464.907	1220.132	938.868	1166.698	1042.616	1570.042	1807.530	1717.145	1250.318	1180.497	1240.552	2549.596	2891.724	1420.131	2109.477	1079.338	1568.430	1166.118	1213.523	1541.780	1864.237	1174.670	1311.862	2742.932	1631.260	1109.164	1140.215	1083.178	1093.144	1092.674	1082.584	1272.379	953.570	1134.085	1405.878	894.907	1174.557	1033.439	918.875	753.735	713.769	1013.706	1058.293	1156.710	1152.669	916.849	1023.890	1608.386	1123.991	1385.067
1034	1288.535	1654.009	1108.347	1281.787	1584.422	937.102	3119.275	899.630	1667.524	778.467	702.941	2115.707	1388.257	1061.207	951.892	639.635	653.583	973.894	831.754	746.330	871.821	1062.246	1233.955	1445.893	1178.395	968.046	1118.769	1066.059	1638.551	1729.616	1556.400	1154.084	1181.068	1191.084	2358.370	3099.740	1451	1854.114	1028.169	1509.120	1128.724	1208.492	1451.231	1791.179	1093.660	1299.053	2597.668	1609.755	1082.827	1120.579	1054.611	1042.190	1080.254	1019.058	1220.970	893.345	1214.925	1369.070	823.083	1121.586	970.771	879.492	708.250	694.227	1014.196	1033.624	1153.409	1099.730	947.824	1057.372	1576.717	1101	1350.764
1035	1115.726	1501.965	1059.301	1125.158	1776.562	876.614	2977.930	806.365	1561.703	686.192	658.176	1989.948	1298.541	933.159	887.262	577.429	702.411	926.156	744.972	642.541	828.401	979.550	1132.713	1355.821	1076.517	948.742	1105.220	978.877	1523.838	1624.822	1328.450	1032.213	1093.693	1114.148	2182.330	2942.350	1300.360	1591.790	926.209	1356.345	1022.325	1102.609	1309.947	1540.473	1028.804	1188.386	2363.553	1413.828	1007.982	1037.169	998.785	1057.968	998.464	918.384	1078.195	842.600	1116.315	1301.611	776.010	1061.635	899.121	807.700	637.333	634.020	931.663	949.116	1054.778	1030.716	882.212	965.544	1498.724	998.922	1284.973
1036	1025.471	1344.071	1041.399	998.986	2051.146	814.125	2765.257	765.312	1405.014	610.844	620.551	1858.172	1211.104	840.202	847.805	542.810	815.536	987.116	684.081	578.603	771.132	919.716	1009.188	1271.750	994.024	853	1081.940	872.913	1400.443	1607.049	1177.045	930.416	997.822	1054.773	1940.096	2782.252	1180.183	1405.500	875.115	1257.450	971.901	1037.414	1168.284	1384.633	983.613	1072.143	2163.026	1319.104	908.569	987.477	933.055	1003.329	949.972	863.053	965.479	766.358	1013.575	1229.856	712.838	1006.980	823.312	741.967	597.470	576.179	837.153	838.144	983.523	966.297	803.533	891.602	1423.335	948.452	1173.529
1037	932.312	1181	962.058	916.498	2265.411	776.574	2498	714.222	1194.924	563.455	590.390	1780.029	1100.530	792.303	837.754	526.730	832.762	1034.703	635.896	505.227	750.193	887.071	908.574	1182.136	918.127	809.940	977.901	823.639	1347.293	1507.308	1085.870	884.147	949.282	1030.379	1747.687	2591.187	1153.137	1272.199	845.439	1181.587	935.458	984.711	1140.295	1292.498	983.052	987.974	2048.189	1224.750	866.102	955.446	899.182	1061.981	922.729	837.042	866.823	740.958	960.185	1200.301	669.265	959.360	773.465	714.458	597.871	547.908	782.816	808.878	941.466	925.669	787.139	833.382	1366.529	910.739	1084.618
1038	870.019	1126.345	963.532	851.878	2564.021	756.688	2378.982	681.497	1041.959	532.832	577.331	1709.443	1045.913	717.337	784.026	499.476	869.523	986.437	600.341	482.979	709.424	837.218	868	1169.929	884.039	771	936.368	791.009	1274.946	1508.449	998.825	834.416	923.344	1061.778	1659.735	2347.020	1092.297	1159.636	816.777	1140.342	883.044	915.258	1076.784	1222.517	974.175	934.889	1842.695	1169.010	815.040	925.062	872.447	1059.458	877.757	793.968	796.136	688.582	871.340	1144.847	658.691	902.665	732.662	689.200	576.151	500.506	746.614	788.829	879.358	909.128	728.182	790.885	1323.996	879.048	1039.849
1039	840.446	1052.602	951.983	796.091	2690.583	731.403	2331.696	671.529	881.166	539.617	572.596	1650.787	1009.038	681.418	741.072	479.357	812.225	941.789	566.673	444.747	706.495	827.118	794.498	1150.307	845.200	759.232	900.511	771.091	1241.341	1433.286	920.950	790.503	867.834	1007.399	1521.826	2190.313	1069.903	1073.994	807.257	1104.071	854.325	896.391	1035.898	1152.203	912.072	904.339	1730.295	1116.484	788.320	919.246	862.335	1063.134	871.934	776.795	766.450	678.927	860.050	1105	674.809	906.320	713.726	665.508	574.242	478.239	740.540	782.381	849.097	885.405	699.879	793.293	1290.908	853.578	1018.920
1040	799.548	999.221	950.931	789.982	2734.016	716.739	2219.743	654.825	786.372	533.958	561.007	1643.776	984.273	650.188	704.174	448.794	723.503	910.658	555.261	426.165	673.076	799.697	775.650	1118.586	852.590	721.722	898.599	747.799	1213.144	1467.751	876.705	783.161	828.865	1004.335	1438.922	2016.785	1087.971	997.267	814	1065.624	844.744	867.664	1033.106	1128.493	881.948	898.164	1607.695	1100.104	766.458	907.764	854.538	976.991	854.326	765.616	724.509	666.818	831.795	1079.231	665.711	870.847	710.987	663.658	575.932	480.498	725.810	768.138	854.506	853.372	683.873	759.728	1273.048	848.235	1005.387
1041	803.847	996.195	934.572	773.697	2740.896	684.438	2061.438	636.698	681.386	526.222	562.375	1596.126	956.153	647.495	665.800	447.794	674.265	860.256	530.687	421.608	671.599	786.929	772.269	1129.750	830.717	703.636	890.269	744.575	1166.593	1423.124	864.670	752.220	821.270	1004.650	1406.496	1881.671	1069.874	962.045	801.872	1048.100	814.409	859.461	1023.068	1109.870	857.160	859.688	1535.984	1058.411	768.818	906.995	854.193	890.232	850.575	751.274	711.030	648.406	816.005	1071.100	667.358	861.586	683.127	649.258	599.250	443.012	716.325	765.812	833.011	868.108	672.776	762.775	1250.114	832.048	993.169
1042	769.350	970.283	932.457	785.557	2693.807	693.176	1976.509	636.058	640.959	508.144	535.375	1543.414	935.071	640.808	694.805	446.294	608.272	883.734	529.194	420.284	672.061	770.455	703.287	1125.193	854.810	740.821	884.516	740.968	1203.898	1403.178	861.690	779.178	800.307	1032.985	1318.435	1749.463	1086.629	894.193	794.041	1053.915	820.975	874.969	1078.144	1132.623	874.515	872.143	1523.432	1085.932	790.053	888.964	850.625	858.463	851.580	771.742	710.237	669.764	814.135	1179.341	661.711	887.064	699.166	633.125	596.674	443.390	712.902	747.680	848.074	895.453	686.945	756.262	1256.335	837.943	936.769
1043	829.854	980.327	1056.832	776.389	3050.964	857.403	1822.556	573.439	630.393	587.964	584.110	1636.328	1233.284	603.635	626.133	454.254	649.927	627.558	597.100	523.964	779.189	832.469	867.708	1013.207	899.610	708.709	940.923	757.119	1236.587	1905.449	942.155	812.514	958.178	1117.527	1688.178	1683.902	1075.126	1043.176	972.223	1409.197	962.158	1106	1390.273	1193.159	911.201	979.614	1347.437	1348.641	892.911	984.877	885.625	860.074	896.011	856.189	802.189	731.006	853.065	1031.568	771.539	814.537	845.025	648.833	652.288	520.159	794.730	876.481	932.136	926.547	767.685	845.623	1037.261	881.109	1271.987
1044	853.261	1021.956	1092.832	799.796	2994.547	849.966	1807.012	620.455	655.710	580.731	590.588	1764.132	1205.219	659.356	704.887	510.730	675.675	723.146	754.583	547.067	1301.094	927.991	1119.771	1105.514	937.741	753.589	967.874	841.324	1248.677	1818.130	975.010	886.049	988.779	1168.946	1579.361	2292.305	1348.760	1077.784	1093.635	1602.168	1131.901	1226.664	1658.523	1349.406	1022.799	1164.682	1813.895	2315.521	970.756	1082.615	916.975	909.130	916.105	888.379	886.426	740.436	887.450	1153.664	789.873	889.975	945.121	715.800	676.386	559.112	868.620	960.265	970.125	980.432	773.945	853.707	1273.842	928.226	1359.156
1045	847.204	966.018	1075.191	787.679	2851.755	828.881	1647.193	672.995	589.738	555.192	602.949	1760.856	1139.393	690.288	743.338	563.865	674.993	789.357	877.578	549.191	1650.896	953.393	1234.036	1142.650	930.961	762.026	948.456	848.826	1251.443	1726.746	980.045	844.591	945.687	1124.498	1435.474	2186.512	1358.103	994.801	1067.446	1664.114	1160.897	1214.148	1614.731	1299.039	1033.835	1218.153	1913.579	2620.839	978.093	1018.672	908.411	894.681	913.945	868.447	855.071	740.764	901.345	1122.118	769.529	903.227	944.032	723.667	736.492	574	826.810	912.757	943.352	971.041	753.473	824	1351.809	931.474	1324.284
1046	835.293	961.248	1043.561	758.909	2793.766	766.335	1556.632	694.513	583.172	563.198	585.691	1742.736	1148.301	691.822	752.733	582.222	678.291	811.980	1019.123	562.557	2230.995	989	1167.771	1125.257	952.015	714.079	942.742	840.717	1212.240	1696.065	965.725	821.189	921.429	1078.394	1378.417	1933.524	1252.514	935.659	997.291	1581.376	1129.778	1152.039	1504.167	1266.618	1022.247	1197.772	1843.321	2683.703	922.302	1041.036	926.945	882.982	890.254	863.963	819.130	765.503	915.955	1088.686	735.995	874.015	901.032	733.708	725.674	601.048	808.865	877.083	924.449	964.912	755.939	827.188	1324.221	908.743	1424.907
