 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62
560	876.727	1066.000	1020.146	2812.659	787.769	1519.344	816.795	533.600	716.000	424.394	761.690	974.154	563.160	1429.250	2047.585	2096.229	1403.344	1640.382	1821.160	1142.133	1177.235	886.489	938.606	1817.156	1465.270	1488.205	1008.607	1354.296	610.257	1355.406	1151.323	1068.387	2075.281	1346.231	1604.477	1427.952	1344.282	2203.428	2559.210	1905.091	1030.459	919.919	1217.625	870.846	1127.115	2237.938	929.143	1202.762	1696.471	869.923	856.731	957.686	945.531	836.297	791.643	770.977	1168.559	958.270	813.600	928.625	1368.156	581.417
561	853.614	1093.118	987.317	2801.682	815.731	1506.500	764.359	494.440	742.455	437.970	781.619	975.410	533.200	1345.385	1934.659	2091.314	1400.219	1612.471	1602.800	1105.556	1211.765	909.000	892.697	1687.044	1366.297	1495.846	996.393	1234.704	601.943	1231.688	1066.853	1091.032	2104.844	1355.641	1634.432	1389.571	1270.590	2006.571	2431.842	1721.218	1024.865	913.541	1135.000	823.115	1154.885	2112.312	901.524	1217.286	1609.118	856.846	873.500	924.471	913.500	807.513	790.643	764.477	1094.088	964.324	820.133	884.281	1283.500	559.583
562	909.045	1052.500	969.219	2919.159	780.712	1683.625	770.385	493.840	770.091	435.970	750.357	990.692	518.680	1250.135	1971.219	2053.829	1349.688	1590.647	1467.040	1089.200	1198.000	879.822	905.364	1664.222	1351.405	1466.026	961.571	1145.889	587.371	1212.656	1031.235	1096.484	2111.750	1336.026	1634.068	1320.810	1203.051	1780.714	2277.368	1642.273	1115.865	890.838	1127.812	843.692	1184.192	1934.812	885.333	1163.571	1547.647	854.596	893.154	942.196	925.531	803.622	826.119	757.205	1068.029	971.459	812.533	849.000	1200.562	544.717
563	1263.727	1060.559	1015.756	2774.295	841.135	1753.531	832.744	488.960	888.303	500.030	857.405	1081.359	557.120	1188.577	2021.366	2099.057	1376.562	1730.059	1461.840	1168.222	1461.765	906.867	988.697	1933.133	1359.405	1761.462	1047.679	1137.852	626.829	1273.781	1127.618	1237.968	2236.750	1394.462	1805.068	1405.500	1313.179	1800.500	2278.053	1863.091	1496.297	946.378	1266.938	890.346	1264.654	1907.844	987.190	1124.524	1498.677	985.212	953.577	1003.020	973.656	882.513	928.810	817.545	1121.000	1102.973	863.733	935.719	1327.812	591.200
564	1402.023	1113.059	1013.610	2896.068	850.462	1659.656	772.000	520.720	776.091	513.909	814.857	955.487	545.440	1172.365	2115.488	2483.914	1500.719	1572.794	1290.100	1137.089	1419.500	935.444	1026.000	1951.800	1393.216	1484.410	1110.071	1139.556	726.086	1357.156	1340.823	1174.516	2483.062	1289.000	1695.227	1342.167	1302.538	1777.071	2388.790	1950.927	1530.027	1010.622	1220.188	896.731	1327.231	1721.531	939.190	1151.667	1600.147	961.019	992.231	1103.490	1007.812	879.595	883.667	849.136	1107.794	1089.189	926.767	927.125	1255.719	573.217
565	1372.114	1106.706	969.927	2678.682	869.558	1573.062	786.615	501.000	820.394	483.121	825.976	939.385	541.680	1071.673	2063.000	2316.457	1447.969	1633.294	1251.140	1111.622	1322.735	925.600	980.727	1785.711	1331.054	1496.051	1141.679	1110.778	746.257	1270.062	1292.412	1124.452	2265.938	1192.385	1658.659	1301.571	1287.564	1802.714	2191.368	1727.745	1375.568	1005.649	1188.625	875.192	1309.769	1621.719	897.857	1095.190	1525.559	928.269	992.500	1105.118	1006.469	875.378	940.833	823.000	1060.823	1114.162	947.367	950.844	1238.250	562.750
566	1313.386	1103.971	968.512	2592.705	903.558	1495.125	769.282	464.720	856.061	483.242	794.619	929.256	515.320	971.481	2034.317	2248.086	1407.281	1571.029	1167.520	1078.022	1231.265	905.444	962.424	1671.644	1290.135	1487.128	1159.036	1140.667	754.657	1233.031	1307.206	1118.968	2116.938	1181.256	1540.205	1239.548	1228.462	1677.536	2114.210	1580.327	1320.216	967.649	1170.438	904.692	1290.577	1458.125	883.714	1090.905	1401.823	905.077	969.231	1103.627	1006.156	830.297	945.000	857.932	1004.382	1288.811	973.300	920.625	1162.312	544.700
567	1361.341	1074.029	992.781	2426.182	867.558	1504.438	746.051	473.800	853.545	470.515	769.500	864.359	504.720	920.885	2000.537	2166.714	1389.594	1591.853	1172.920	1068.467	1207.000	898.489	945.879	1586.689	1330.811	1474.436	1160.536	1137.148	766.229	1187.500	1233.118	1095.806	1962.000	1163.872	1484.977	1273.167	1258.538	1779.286	2002.947	1501.745	1285.027	961.811	1140.062	845.615	1319.077	1375.625	842.571	1044.810	1413.441	885.173	938.000	1077.667	993.531	841.838	901.000	838.295	987.265	1229.838	968.367	964.344	1154.625	527.083
568	1573.114	1059.618	1020.951	2293.977	870.577	1514.344	764.077	480.280	808.424	456.636	752.452	892.590	505.440	859.212	1991.219	2086.171	1426.500	1566.706	1382.560	1092.156	1185.147	872.356	920.515	1585.067	1328.243	1487.436	1149.536	1086.296	742.086	1132.531	1131.147	1062.258	1886.688	1162.615	1512.295	1257.333	1323.282	2158.822	2088.210	1474.436	1229.838	946.838	1122.188	825.846	1267.538	1342.531	857.667	1023.333	1359.323	859.327	928.731	1066.784	954.688	843.919	904.143	804.727	996.265	1191.541	947.967	1078.969	1191.000	539.683
569	1476.114	1063.618	1018.390	2145.341	832.135	1492.438	727.769	471.880	757.364	432.667	709.643	849.436	514.240	789.115	2005.610	2022.514	1350.312	1558.882	1436.960	1114.978	1136.147	867.400	895.333	1525.444	1299.459	1410.103	1124.179	1021.444	726.743	1111.250	1068.088	1071.161	1830.906	1106.308	1491.909	1261.786	1332.410	2350.322	2108.105	1384.564	1179.054	922.189	1124.562	847.654	1283.269	1332.250	844.714	985.048	1357.118	831.077	903.038	1015.941	950.688	854.459	883.786	803.864	963.941	1142.216	922.667	1179.219	1165.062	535.283
570	1595.023	1048.853	1025.073	2044.045	836.904	1559.438	777.385	492.160	768.970	415.697	703.214	902.436	498.800	785.788	1990.732	1992.457	1381.250	1630.147	1642.100	1163.133	1152.265	868.089	908.394	1507.156	1271.216	1441.590	1156.464	1009.148	700.857	1188.312	1039.559	1046.581	1799.531	1188.205	1567.250	1345.524	1376.538	2506.393	2245.579	1420.327	1163.486	924.595	1179.625	837.269	1259.731	1289.531	842.810	988.714	1311.088	862.154	886.308	975.471	964.406	942.622	888.548	806.636	985.676	1104.622	928.767	1418.125	1220.156	553.883
571	1980.068	1049.941	1121.902	1912.932	865.096	1535.562	829.231	505.880	777.485	440.030	742.095	950.769	509.640	868.077	2096.073	2040.171	1381.656	1770.588	2022.340	1275.578	1238.471	895.800	924.273	1619.800	1340.459	1477.897	1254.429	1022.741	723.257	1297.062	1044.412	1108.839	1801.594	1231.923	1693.295	1475.643	1434.333	2681.143	2419.895	1522.218	1192.297	960.459	1210.250	886.731	1311.308	1348.219	927.095	1097.286	1389.823	920.269	924.615	1002.980	1036.469	1031.568	918.333	875.523	1075.471	1119.216	962.633	1783.219	1367.812	592.550
572	2156.523	1035.206	1186.707	1831.886	888.731	1516.031	894.564	499.000	753.485	459.727	718.190	1007.359	527.640	901.923	2160.854	2067.286	1434.375	1818.941	2244.420	1287.333	1204.382	890.378	957.849	1715.200	1360.243	1513.410	1311.107	1041.963	742.429	1281.250	1065.441	1126.871	1694.406	1234.795	1703.136	1480.262	1465.282	2729.000	2464.947	1497.345	1203.432	963.730	1251.438	898.577	1307.038	1326.500	931.952	1100.571	1396.706	946.712	929.308	984.549	1092.031	1049.730	901.571	840.068	1080.382	1072.162	974.867	1874.938	1364.094	608.133
573	2149.227	1008.559	1145.561	1755.727	859.288	1430.656	908.128	498.360	749.273	436.455	724.119	968.974	523.920	863.096	2107.171	1972.886	1414.750	1782.971	2074.960	1219.111	1137.529	870.489	893.727	1624.400	1301.892	1466.692	1317.464	1046.185	745.057	1150.906	987.412	1057.419	1590.062	1145.359	1630.182	1386.095	1392.205	2584.857	2327.053	1403.909	1110.622	944.622	1278.250	879.192	1291.654	1222.750	892.048	1062.286	1330.588	930.231	906.846	964.922	1100.188	976.541	858.214	853.591	1048.235	1061.459	933.933	1718.375	1305.719	567.483
574	2083.068	1014.118	1064.171	1729.341	806.962	1313.375	845.103	473.280	735.030	438.667	678.548	935.590	515.640	793.019	2049.049	1902.457	1339.781	1740.382	1927.600	1160.689	1053.147	846.111	873.970	1535.222	1235.432	1418.718	1257.429	1008.518	723.914	1143.375	964.059	1009.258	1468.250	1109.051	1544.705	1295.595	1338.333	2498.036	2319.368	1313.582	1039.459	927.135	1215.688	843.846	1267.462	1138.656	876.286	1051.048	1277.706	888.231	872.385	940.196	1049.250	929.892	836.167	826.045	999.912	1026.432	903.033	1511.812	1232.938	558.283
575	1970.341	979.206	1057.341	1641.659	800.827	1351.000	829.180	478.640	710.273	423.606	688.714	900.923	484.800	738.731	1964.634	1859.143	1331.156	1723.323	1795.660	1123.889	1101.941	837.111	891.424	1457.311	1192.243	1386.538	1170.893	989.630	728.829	1083.562	963.382	948.290	1391.000	1049.923	1522.727	1269.810	1381.051	2475.143	2272.579	1254.345	1034.676	908.541	1197.688	831.269	1253.038	1071.969	840.571	1025.095	1237.059	856.000	859.885	952.333	1012.375	876.865	839.143	802.455	978.735	1131.351	884.067	1396.469	1199.125	551.967
576	1919.000	971.118	1017.268	1524.614	803.212	1334.219	764.744	458.720	690.212	411.576	707.833	886.385	485.160	747.346	1936.488	1872.029	1296.812	1651.765	1628.860	1125.022	1061.441	840.378	885.151	1428.311	1195.297	1365.923	1174.964	1028.704	707.571	1093.062	942.176	938.065	1350.250	1020.513	1459.182	1272.619	1317.179	2264.822	2267.000	1223.673	1080.649	893.541	1155.062	832.692	1259.000	1008.656	841.000	1011.333	1201.059	844.250	858.654	975.157	999.875	877.703	846.881	796.591	974.559	1093.811	886.767	1281.469	1148.312	529.267
577	1805.205	973.206	996.756	1454.091	793.462	1245.875	775.462	455.840	669.727	407.030	682.857	833.692	485.160	728.269	1849.561	1767.229	1243.062	1603.677	1562.280	1102.844	1006.824	847.089	859.515	1359.000	1150.486	1350.231	1125.786	991.074	673.800	1036.625	946.471	875.645	1242.375	1001.436	1361.364	1182.976	1200.256	2137.857	2080.421	1172.218	1036.703	916.541	1076.875	835.808	1244.077	953.594	811.810	973.286	1139.618	816.846	834.269	952.804	980.438	875.946	820.929	801.000	927.529	1070.000	871.100	1215.250	1122.094	526.117
578	2034.250	1030.971	1305.707	1428.455	860.673	1852.094	1135.564	961.480	722.909	424.636	762.524	929.513	535.520	750.558	1972.805	1879.686	1458.375	1721.118	2831.140	1345.667	1173.794	979.556	1056.394	1543.911	1508.216	1494.769	1125.036	1031.481	748.743	1146.844	1052.500	1029.774	1442.375	1154.077	1483.818	1712.714	1452.590	2267.893	2154.316	1427.545	1150.838	985.027	1213.562	905.731	1330.077	991.656	916.476	1083.857	1294.088	913.481	985.615	1063.333	1047.781	1043.135	909.786	883.114	1057.529	1114.865	1031.633	1722.875	1409.875	633.350
579	2191.614	1006.529	1427.244	1363.705	882.192	2587.344	1391.769	1326.840	784.818	511.182	753.643	947.872	545.360	800.192	2041.902	1848.971	1518.438	1734.177	3251.160	1548.911	1237.353	971.178	1096.485	1892.622	1637.973	1538.231	1117.536	1056.222	745.686	1183.031	1039.412	1077.065	1577.500	1198.974	1500.386	2105.428	1520.718	2350.678	2191.263	1572.491	1185.649	995.189	1224.438	934.731	1377.654	1029.844	970.286	1167.857	1361.059	952.077	994.769	1071.804	1050.344	1127.784	909.429	901.909	1088.382	1126.838	1059.600	1876.375	1471.031	644.600
580	2073.432	993.353	1328.829	1300.114	830.077	2767.469	1296.128	1268.480	770.545	544.030	716.952	899.051	545.920	780.904	1885.488	1759.829	1417.656	1700.823	3119.680	1456.289	1153.353	941.222	1026.182	1794.911	1570.108	1468.410	1079.964	984.593	710.200	1052.125	969.912	1022.161	1518.094	1111.462	1418.455	1957.643	1408.615	2168.750	1991.947	1451.691	1112.405	968.432	1173.188	861.654	1320.538	983.656	934.143	1109.381	1302.382	895.192	949.192	1015.000	991.938	1014.811	874.738	953.591	1068.677	1080.054	964.500	1577.312	1350.312	595.750
581	2038.136	933.235	1217.244	1369.977	821.173	2527.875	1256.821	1153.600	847.636	517.818	694.738	898.538	527.920	785.788	1751.634	1661.029	1322.781	1678.735	2883.500	1324.667	1083.059	866.978	944.364	1544.378	1408.189	1537.846	1059.000	969.593	698.114	1019.438	876.647	1023.645	1366.812	983.154	1319.364	1713.548	1339.128	2033.250	1779.158	1267.764	985.513	902.595	1156.375	857.885	1244.538	970.062	841.048	994.762	1199.765	853.250	928.346	979.039	933.781	910.081	864.619	872.318	1051.765	1061.000	929.967	1268.312	1232.094	537.400
582	1797.773	926.706	1116.854	1653.000	771.481	2349.781	1126.949	1142.160	808.939	537.606	657.381	831.180	504.160	725.385	1688.634	1651.657	1252.844	1567.941	2610.640	1247.956	1013.529	835.489	885.849	1464.422	1284.541	1409.179	1010.107	933.889	634.057	983.750	855.647	989.161	1264.844	887.410	1220.045	1517.762	1214.282	1860.250	1630.211	1154.964	940.459	889.541	1144.750	776.500	1176.231	901.375	831.000	935.571	1146.265	798.308	906.769	930.902	904.688	822.351	864.000	803.523	984.265	985.757	873.400	1107.875	1159.844	517.450
583	1534.500	957.588	1010.122	1981.727	765.192	2064.406	1022.897	1043.440	811.879	570.818	641.524	774.231	468.920	677.923	1692.049	1605.371	1185.656	1568.471	2348.140	1131.178	978.647	799.467	863.667	1369.067	1194.784	1424.026	974.857	917.000	603.829	937.594	794.647	975.871	1165.281	860.000	1143.159	1384.690	1162.282	1633.500	1504.421	1093.109	892.919	843.459	1108.062	795.692	1170.808	881.781	769.952	902.952	1134.647	787.308	936.654	905.765	893.000	776.108	919.476	796.386	947.794	958.703	837.300	997.250	1092.375	494.450
584	1498.636	1254.706	1033.146	2190.636	775.327	1981.000	957.872	902.080	761.121	512.091	641.333	754.615	477.960	674.769	1716.488	1717.143	1116.000	1515.706	2174.180	1130.578	959.206	836.556	840.061	1355.689	1165.162	1472.846	996.071	960.259	580.629	938.281	767.382	971.129	1096.344	847.949	1105.932	1315.333	1118.718	1534.786	1429.316	1088.055	872.108	906.135	1061.938	788.192	1195.769	859.938	766.333	918.714	1140.647	772.385	1015.115	1004.314	953.125	754.676	945.000	756.409	921.471	1057.378	848.867	921.406	1068.781	485.700
585	1522.705	1536.677	1204.049	2446.318	778.481	1891.906	884.051	750.520	766.970	503.879	663.786	771.385	469.640	825.923	1825.585	1874.257	1153.469	1534.177	2047.200	1140.622	1010.353	838.289	844.727	1497.556	1180.270	1512.974	1013.393	1002.482	600.657	960.875	808.618	1049.452	1153.062	927.000	1173.023	1354.452	1146.462	1503.679	1562.842	1128.655	894.865	927.000	1088.500	821.154	1239.538	853.406	795.429	943.286	1153.177	854.096	1037.385	1179.000	991.469	768.973	1008.238	780.045	900.118	1186.703	872.767	926.125	1106.531	485.017
586	1400.568	1820.323	1287.854	2566.273	780.250	1775.406	865.692	688.800	748.939	474.485	648.048	771.462	487.520	868.519	1857.585	1924.171	1191.562	1518.912	1919.620	1164.889	1072.412	879.533	850.849	1483.244	1186.730	1542.590	998.679	1032.481	701.457	1003.531	792.706	1037.935	1249.812	1019.256	1260.318	1350.976	1138.179	1454.821	1606.895	1155.364	883.351	955.000	1144.438	799.692	1186.192	824.469	776.143	961.238	1168.235	839.596	1034.308	1407.706	960.125	808.054	991.405	779.341	894.088	1112.649	860.167	927.594	1114.281	494.967
587	1261.750	1805.000	1250.293	2637.386	757.981	1608.594	818.205	607.400	794.030	474.848	630.357	793.180	474.640	796.115	1783.049	1863.371	1155.281	1515.618	1722.180	1194.356	1095.823	807.978	824.879	1422.200	1105.216	1502.359	993.500	995.222	689.343	1020.531	785.059	1025.161	1256.719	1003.333	1231.636	1320.262	1117.103	1392.607	1582.316	1123.200	871.487	903.108	1112.625	793.231	1137.000	799.188	748.143	917.000	1140.206	802.923	976.846	1310.863	950.469	783.865	921.690	745.636	901.265	1051.838	832.267	862.844	1099.875	491.850
588	1190.455	1648.265	1170.390	2744.955	728.750	1588.406	766.154	543.640	768.939	476.333	620.286	748.359	456.760	718.712	1754.976	1783.829	1126.375	1464.529	1569.020	1103.067	1020.353	800.733	790.455	1345.600	1080.838	1383.872	952.964	948.074	642.286	981.188	773.618	1006.387	1184.531	933.180	1167.068	1229.571	1067.179	1289.607	1476.263	1097.818	832.973	878.513	1102.750	789.154	1127.615	776.500	758.048	881.619	1087.353	786.808	880.077	1262.373	896.219	768.027	846.095	719.591	833.588	1016.676	778.000	803.906	1040.781	464.517
589	1146.841	1481.706	1107.537	2833.091	726.308	1467.531	771.590	517.240	781.879	501.242	627.548	723.667	467.000	677.423	1725.854	1754.971	1156.938	1468.618	1427.780	1103.711	1041.000	795.533	808.242	1302.644	1079.243	1384.051	955.214	905.741	620.886	967.812	844.618	1001.161	1151.250	918.359	1136.841	1229.714	1069.872	1246.393	1437.579	1145.345	816.432	883.324	1102.938	762.615	1101.000	771.750	750.857	857.286	1117.147	910.712	929.154	1282.745	884.906	733.676	794.905	713.841	834.382	972.622	764.900	785.031	1012.062	449.283
590	1057.500	1375.971	1040.561	2894.545	721.846	1411.031	737.641	510.600	771.818	496.515	621.643	728.103	514.160	660.596	1752.146	1875.257	1161.812	1467.235	1389.560	1128.356	1104.235	829.289	821.424	1338.467	1109.595	1394.846	963.143	923.778	576.286	1012.312	861.206	1021.452	1252.000	950.077	1162.818	1231.333	1119.462	1255.393	1481.474	1213.255	870.081	933.811	1094.812	772.769	1085.385	885.719	743.762	889.000	1150.853	985.788	960.962	1378.667	923.750	786.757	793.238	699.500	858.588	962.730	767.200	799.531	1033.438	478.317
591	985.409	1287.000	1018.073	2990.818	748.712	1307.625	704.641	476.320	789.606	495.788	628.619	733.564	508.200	675.558	1731.463	1919.200	1140.625	1517.000	1212.260	1120.244	1111.647	809.644	804.667	1348.711	1116.730	1395.282	963.964	927.704	596.000	960.344	859.088	1048.677	1247.906	980.436	1199.205	1194.619	1095.615	1222.714	1481.158	1258.945	853.027	921.297	1082.062	759.654	1135.231	975.812	740.810	896.143	1201.647	1066.692	979.308	1407.980	917.719	767.973	774.452	706.659	861.882	934.513	763.567	792.938	1027.094	496.200
592	966.000	1194.529	980.902	3019.386	738.904	1241.031	716.487	444.880	779.909	510.061	634.095	728.949	516.760	666.615	1785.927	1880.343	1189.344	1489.618	1107.000	1100.200	1040.059	804.289	803.333	1296.289	1092.946	1373.205	967.214	883.963	577.200	962.250	869.882	1026.484	1193.438	1039.744	1236.750	1198.929	1077.590	1217.286	1545.789	1240.600	854.838	891.513	1049.312	745.808	1091.731	1001.500	759.095	948.762	1194.765	1054.019	914.654	1271.451	907.031	755.459	771.881	706.136	843.706	947.513	755.733	781.312	1021.156	495.283
593	1242.523	1238.471	1093.927	3068.318	827.365	1362.469	778.077	498.480	899.970	608.818	770.452	851.154	621.120	849.404	2019.902	2100.629	1417.000	1582.794	1190.860	1212.667	1663.882	940.844	952.849	2433.022	1368.162	1647.821	1019.929	1023.074	670.971	1175.438	1100.882	1237.387	1528.406	1133.410	1557.455	1555.381	1325.385	1553.857	1835.737	2270.382	1230.135	1061.324	1189.500	976.731	1315.077	1130.312	1223.619	1147.476	1336.118	1157.365	1045.538	1406.882	985.938	997.595	882.214	863.341	992.441	1072.865	851.300	1058.812	1271.656	638.717
594	1317.182	1249.853	1129.512	3018.114	874.558	1468.062	841.282	537.240	959.303	674.758	807.714	911.180	651.560	887.288	2216.439	2231.400	1516.875	1658.647	1212.040	1280.622	2382.412	957.511	1046.606	3388.311	1490.757	1778.462	1062.036	1109.037	679.400	1260.312	1248.412	1363.323	1669.625	1210.026	1704.614	1658.071	1435.744	1796.214	2035.737	2950.073	1415.622	1112.892	1304.000	1278.692	1625.692	1199.188	1793.714	1212.524	1424.471	1211.942	1145.231	1498.137	1029.750	1100.595	945.024	944.818	1045.912	1181.054	938.700	1264.719	1422.188	721.633
595	1271.023	1169.941	1081.927	2897.091	869.481	1359.250	836.180	491.800	936.576	614.182	760.786	877.436	612.800	822.654	2140.634	2132.486	1432.875	1620.618	1090.040	1203.867	2224.029	938.644	985.061	3245.267	1380.162	1641.051	1066.143	1067.667	651.143	1150.375	1126.235	1255.903	1499.906	1082.949	1591.091	1479.976	1306.949	1601.964	1860.263	2725.436	1259.730	1066.486	1240.125	1187.500	1500.923	1081.594	1862.143	1127.333	1359.912	1075.558	1022.038	1369.804	1027.281	1035.811	908.833	883.886	997.029	1064.135	923.900	1142.938	1329.906	654.033
596	1218.114	1111.088	999.756	2840.045	844.096	1310.375	798.564	487.480	916.667	613.394	749.190	825.410	583.000	764.269	2056.366	2076.572	1355.562	1580.235	966.700	1157.333	2080.559	910.756	949.212	3088.089	1374.622	1553.256	1088.464	1027.630	645.000	1116.438	1042.353	1209.419	1340.906	1034.128	1501.591	1366.714	1229.641	1461.786	1743.105	2472.345	1175.676	1000.541	1197.562	1081.192	1428.423	988.844	1641.286	1030.762	1327.294	1001.019	967.923	1268.980	974.719	951.568	888.000	861.318	957.647	1119.622	893.967	1021.125	1210.781	605.667
597	1247.591	1098.088	969.219	2659.705	839.923	1265.156	789.308	489.280	952.364	628.485	763.238	776.487	544.000	725.308	2002.488	2040.286	1341.781	1554.147	922.260	1109.733	1897.235	908.978	920.061	2858.978	1312.243	1489.949	1047.214	988.037	626.000	1047.750	1018.500	1226.774	1274.156	994.692	1454.795	1355.905	1199.821	1378.143	1645.000	2311.455	1145.568	1019.432	1174.438	995.577	1393.538	997.969	1594.619	1028.095	1291.912	1004.462	960.115	1202.882	958.156	926.135	904.214	845.455	948.765	1079.081	884.100	973.781	1204.062	586.117
598	1220.591	1082.294	957.537	2633.818	847.038	1302.688	766.872	484.480	979.151	682.030	763.048	819.615	542.880	730.308	2049.488	2047.943	1375.188	1560.118	882.540	1104.022	1781.353	920.489	909.455	2773.267	1268.378	1481.385	1127.143	1029.481	653.200	1062.375	1024.147	1241.323	1287.562	964.897	1395.068	1314.833	1207.436	1362.250	1650.368	2200.091	1102.081	1010.811	1150.250	975.615	1371.346	1034.156	1665.095	1015.381	1331.000	1039.038	997.885	1186.667	942.344	910.568	904.905	869.318	966.618	1126.622	930.700	942.406	1183.188	589.033
599	1222.841	1121.912	962.878	2513.818	884.442	1306.844	803.795	499.600	1025.636	700.576	758.071	830.513	532.400	725.769	2024.024	2097.857	1368.812	1585.235	875.960	1117.333	1715.235	943.378	937.788	2664.022	1287.459	1494.795	1121.500	1061.444	676.343	1080.375	1041.912	1298.839	1348.562	958.333	1399.227	1322.881	1197.179	1302.500	1593.316	2105.164	1113.243	1045.054	1143.062	963.038	1377.538	1032.688	1887.190	1021.143	1296.088	1082.615	998.962	1215.490	970.250	918.378	927.786	848.636	971.059	1138.541	935.400	942.156	1190.656	585.833
600	1209.955	1095.618	980.805	2485.591	933.365	1300.062	797.564	517.800	1116.303	784.909	791.833	798.769	567.840	721.712	2093.219	2160.543	1380.125	1621.000	859.300	1157.089	1592.029	929.867	917.545	2588.822	1302.243	1514.564	1217.429	1056.741	664.000	1079.906	1043.235	1306.000	1328.781	983.538	1360.864	1300.310	1232.615	1319.714	1678.684	2039.255	1125.973	1052.027	1186.938	969.577	1372.038	1118.156	1855.333	1028.095	1400.618	1105.481	1103.077	1224.706	977.781	925.405	954.595	878.955	982.294	1124.838	1007.867	961.750	1201.844	581.183
601	1267.068	1093.265	947.659	2272.795	903.615	1244.406	774.974	483.520	1091.667	750.182	750.381	789.974	541.640	696.538	2073.463	2093.171	1327.750	1578.588	835.820	1143.889	1514.618	928.711	907.303	2492.400	1293.378	1471.051	1185.107	1062.778	663.286	1075.156	1050.912	1290.387	1260.438	951.872	1280.818	1257.738	1187.795	1290.071	1553.737	1873.364	1064.541	1085.162	1198.188	938.269	1354.000	1015.125	1968.810	1010.429	1313.382	1026.212	1102.385	1139.471	973.969	899.703	916.667	882.568	938.353	1099.108	1004.967	890.812	1172.406	551.383
602	1184.250	1074.441	940.073	2179.614	916.154	1224.406	787.282	481.800	1097.606	751.849	756.857	768.538	497.120	689.250	2021.244	2144.771	1328.250	1568.971	839.280	1152.533	1412.853	949.733	917.788	2443.178	1264.811	1469.692	1164.286	1066.963	655.257	1055.844	1015.706	1316.903	1220.719	928.359	1250.114	1254.952	1220.051	1263.250	1620.263	1763.327	1078.541	1133.405	1136.625	937.231	1323.423	990.438	1958.857	1026.667	1354.941	1010.173	1118.269	1122.157	980.375	872.838	919.929	856.250	942.676	1148.919	1003.333	875.219	1200.719	555.500
603	1104.341	1049.794	926.707	2031.114	869.385	1230.812	777.872	489.640	1076.121	711.515	736.119	779.282	498.200	668.404	1943.463	2116.029	1276.281	1578.500	820.060	1126.044	1352.588	988.911	900.939	2347.711	1264.730	1464.462	1112.107	1034.963	634.114	1046.094	1007.382	1248.484	1204.906	917.282	1233.023	1233.619	1185.821	1265.464	1561.842	1617.146	1028.811	1148.703	1165.000	940.846	1338.885	931.219	2075.333	1014.333	1266.118	971.404	1081.654	1107.765	989.531	858.703	907.238	857.864	915.324	1101.432	973.800	861.062	1143.531	546.733
604	1281.568	1086.794	966.049	1906.000	957.346	1224.000	741.436	480.640	1122.667	694.212	777.167	756.513	527.920	702.038	1979.317	2236.000	1317.625	1615.441	839.000	1159.556	1324.529	1174.489	942.939	2287.844	1321.135	1519.923	1135.179	1039.074	667.743	1059.406	1087.647	1348.774	1220.906	981.820	1256.545	1302.643	1240.154	1325.571	1616.421	1617.818	1071.459	1273.432	1202.812	1007.154	1285.269	946.938	2086.857	1066.429	1294.029	1006.346	1177.000	1108.118	1013.312	915.351	957.262	900.523	950.412	1157.892	982.967	895.719	1209.156	553.900
605	1543.750	1183.088	993.341	2002.114	938.365	1195.875	773.692	489.240	1042.273	871.727	850.143	795.872	535.960	713.173	2127.854	2574.057	1439.250	1501.677	867.780	1171.733	1228.412	1322.844	986.394	2407.711	1374.811	1463.538	1150.036	1063.444	729.429	1161.750	1061.088	1415.677	1365.344	994.026	1260.682	1316.667	1240.769	1324.393	1639.158	1641.673	1102.838	1406.595	1112.250	1044.769	1379.846	970.938	1937.000	1114.857	1357.353	1209.923	1388.000	1177.235	1061.875	968.784	949.524	960.523	971.559	1106.730	1035.100	932.750	1230.562	584.700
606	1552.955	1146.265	999.561	2022.227	977.096	1242.406	788.000	511.280	1127.333	961.697	934.595	823.462	548.920	718.865	2195.683	2489.229	1402.625	1557.823	866.880	1174.822	1227.618	1337.289	977.545	2299.111	1406.541	1533.231	1148.000	1105.037	718.800	1248.750	1054.853	1443.903	1349.781	986.103	1276.205	1399.667	1298.000	1419.036	1723.000	1610.055	1163.027	1440.892	1185.000	1056.462	1394.500	1043.156	1880.048	1185.810	1380.882	1241.692	1516.038	1162.549	1081.875	983.811	986.095	950.250	965.588	1116.892	1061.867	984.188	1261.469	594.250
