 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62
1	1488.659	1893.000	1315.561	3398.932	1247.058	1535.656	1001.564	701.440	1634.151	835.273	944.024	1558.923	742.160	2155.731	2916.439	3072.457	2480.719	2046.265	1817.540	1511.022	1916.794	1153.133	1318.182	2220.978	2011.000	1733.154	1340.964	1312.000	822.514	1285.281	1094.912	1820.484	1399.812	2433.641	2919.182	1685.190	2271.487	3790.214	1939.211	1726.545	1357.622	1254.676	1550.000	1160.077	2239.192	3860.031	1070.429	1193.810	2584.206	1036.096	1481.692	1713.020	1223.688	1043.405	1214.548	1073.818	1271.177	1303.027	1193.867	1218.156	1736.469	773.267
2	1396.568	1709.353	1389.366	3384.636	1176.923	1434.312	926.308	646.480	1515.000	750.909	900.571	1496.744	724.240	1914.865	2892.439	2989.343	2386.031	2126.618	2012.600	1448.933	1873.853	1070.911	1323.182	2080.778	1926.973	1658.949	1257.107	1284.481	773.314	1266.438	1043.441	1794.742	1333.500	2420.718	2885.795	1635.310	2158.256	3716.572	2080.000	1637.364	1267.514	1195.568	1409.250	1122.962	2016.231	3814.969	1044.381	1175.714	2454.088	1018.865	1351.538	1506.922	1185.781	1055.216	1136.405	1043.568	1214.206	1242.054	1134.100	1259.031	1650.500	766.950
3	1300.568	1548.441	1339.293	3360.023	1101.019	1334.656	853.154	573.160	1392.849	690.667	825.119	1374.000	626.800	1758.288	2793.171	2888.343	2281.062	2021.529	2134.500	1374.289	1808.265	1028.111	1288.879	1879.200	1731.108	1533.077	1214.071	1155.000	723.829	1201.969	989.147	1658.548	1249.062	2287.846	2738.864	1499.881	1967.282	3507.214	1947.316	1501.091	1162.811	1110.189	1321.312	1058.923	1854.462	3734.281	971.429	1094.000	2425.000	955.808	1177.538	1325.804	1125.375	961.189	1044.524	957.523	1135.471	1166.351	1047.267	1161.969	1496.594	713.117
4	1205.886	1407.912	1273.171	3295.182	1004.692	1229.875	775.462	511.440	1324.242	606.000	761.095	1330.410	603.360	1529.288	2662.293	2682.943	2089.250	1948.647	2113.340	1286.800	1711.559	973.400	1165.333	1758.644	1657.649	1454.564	1117.000	1114.222	707.457	1184.938	934.529	1560.323	1142.438	2251.821	2663.591	1377.738	1857.821	3435.786	1930.579	1385.673	1080.270	1048.297	1276.938	991.115	1683.500	3666.594	906.810	1033.667	2247.735	915.885	1124.192	1197.569	1072.594	887.108	938.833	901.023	1011.382	1101.486	954.100	1119.188	1382.625	639.400
5	1140.273	1318.823	1297.537	3314.477	975.327	1207.594	761.256	496.840	1272.667	559.121	762.738	1304.026	571.920	1348.135	2587.049	2574.428	2038.406	1876.823	2096.920	1288.511	1681.941	960.756	1091.879	1695.933	1574.676	1446.128	1075.607	1068.778	672.657	1126.500	915.559	1533.581	1112.781	2248.872	2650.682	1362.690	1798.026	3369.678	1945.263	1363.055	1046.919	998.351	1284.500	961.308	1521.038	3656.219	865.762	1039.667	2182.677	891.712	1043.962	1158.431	1023.938	886.324	944.833	864.159	1029.912	1073.757	895.033	1042.469	1297.688	612.733
6	1272.636	1289.706	1458.366	3368.864	968.212	1317.844	785.205	537.120	1269.818	562.939	757.548	1333.718	582.440	1259.423	2614.171	2527.657	2053.031	1856.235	2118.100	1285.378	1703.529	973.533	1112.879	1669.156	1604.297	1491.385	1203.107	1107.593	681.686	1148.094	906.824	1528.032	1173.156	2247.590	2582.477	1355.548	1761.256	3325.822	1910.789	1366.655	1087.243	1017.973	1253.500	957.769	1528.577	3642.969	913.095	1024.857	2200.029	886.942	1033.269	1138.353	1044.156	869.081	956.690	892.432	1017.471	1104.973	934.500	1001.906	1311.281	613.617
7	1503.091	1251.971	1805.171	3347.000	984.577	1393.719	824.667	520.720	1307.333	573.909	779.619	1474.410	592.960	1230.865	2593.098	2443.314	2080.031	1928.265	2314.060	1354.667	1742.059	983.133	1101.455	1633.689	1758.135	1678.333	1392.714	1137.519	698.171	1173.938	913.353	1605.645	1363.438	2282.487	2667.614	1380.238	1802.103	3315.000	1970.789	1392.873	1091.649	1046.270	1316.188	971.923	1509.654	3685.719	907.333	1018.286	2219.088	918.442	1102.154	1144.902	1056.625	944.432	958.857	911.545	1044.529	1150.919	972.167	1086.031	1360.125	628.500
8	1759.818	1309.323	1824.219	3334.227	1018.385	1387.906	837.590	522.440	1450.758	594.182	775.619	1485.795	609.240	1189.000	2557.902	2431.400	2046.500	1881.294	2354.820	1364.511	1742.323	979.689	1100.970	1605.000	1783.811	1692.282	1355.143	1139.037	687.029	1194.031	954.471	1587.935	1422.469	2333.923	2681.659	1381.143	1753.641	3279.428	1941.684	1427.873	1089.622	1035.189	1316.312	954.923	1428.192	3760.562	908.667	1046.524	2221.794	935.038	1138.769	1172.333	1064.531	930.865	981.452	908.250	1049.559	1179.297	953.667	1060.688	1391.250	635.367
9	2090.659	1291.441	1722.634	3406.023	980.404	1383.844	784.205	516.640	1476.485	624.758	780.405	1498.385	611.680	1158.058	2605.658	2367.514	2073.125	1884.353	2365.940	1354.111	1726.677	1013.867	1088.303	1605.089	2002.405	1686.564	1327.214	1121.185	673.543	1220.312	930.706	1637.903	1570.750	2263.744	2615.955	1377.357	1723.641	3200.714	1936.263	1389.873	1069.703	1059.135	1345.250	975.423	1376.962	3789.094	905.143	1050.619	2260.265	913.500	1083.115	1186.059	1052.969	943.270	1004.643	909.318	1070.706	1209.892	946.200	1065.906	1408.500	609.817
10	2204.977	1234.853	1736.439	3486.591	999.596	1424.844	767.513	488.840	1386.727	632.636	770.262	1394.667	593.360	1100.404	2599.610	2395.343	2110.719	1845.912	2237.460	1350.644	1728.471	989.267	1097.849	1651.933	2307.297	1677.410	1279.179	1110.296	709.686	1189.062	926.382	1579.581	1779.844	2257.205	2653.818	1371.595	1670.923	3070.928	1886.632	1332.091	1032.432	1047.973	1343.375	957.038	1362.692	3748.406	893.190	1026.238	2198.323	928.788	1085.077	1187.961	1031.750	924.622	971.333	885.636	1057.618	1171.892	957.600	1013.656	1297.781	604.983
11	2057.932	1238.912	1762.146	3466.636	1060.212	1472.719	809.231	516.600	1364.849	660.212	777.595	1405.000	591.320	1012.038	2629.049	2443.257	2187.344	1847.559	2046.040	1322.978	1686.088	974.267	1076.424	1762.133	2340.946	1718.615	1333.714	1087.111	739.543	1153.344	917.118	1620.903	1751.688	2288.513	2640.273	1412.810	1631.718	2937.678	1945.684	1352.836	1042.135	1041.622	1330.750	936.038	1385.962	3709.625	899.000	1048.429	2167.912	991.750	1088.500	1169.686	1088.094	910.054	977.643	893.659	1062.118	1200.811	962.600	973.656	1299.656	600.917
12	1930.000	1246.706	1786.439	3528.091	1125.904	1981.781	893.538	524.400	1337.818	690.515	790.214	1454.923	575.000	1013.885	2749.927	2492.857	2255.688	1852.412	1887.280	1289.044	1628.500	995.489	1079.364	1771.333	2438.081	1736.256	1426.321	1115.037	783.257	1200.938	955.176	1605.323	1872.812	2294.872	2641.341	1441.738	1604.410	2722.428	1877.053	1344.673	1120.541	1106.919	1287.062	995.615	1427.808	3592.812	920.714	1059.333	2217.941	960.404	1120.154	1170.980	1101.594	923.973	1093.881	933.864	1070.706	1199.892	1022.400	975.688	1310.781	616.083
13	1870.023	1315.265	1847.439	3481.227	1259.596	2477.219	891.897	541.040	1387.939	711.151	864.786	1525.897	598.080	1032.962	2778.342	2648.686	2443.156	1934.559	1833.760	1345.444	1723.294	1045.311	1147.030	1863.378	2409.541	1924.513	1645.679	1173.407	1067.800	1311.281	1000.441	1739.226	2094.875	2428.103	2703.818	1499.762	1565.000	2642.643	1908.421	1381.873	1167.973	1141.081	1393.625	1011.308	1510.577	3673.469	952.571	1064.476	2273.294	1022.808	1236.115	1253.118	1140.406	981.270	1176.976	982.591	1097.147	1296.243	1149.833	989.750	1386.875	657.933
14	1720.977	1295.265	1888.805	3509.932	1264.827	2822.688	953.051	550.240	1376.970	697.394	914.714	1586.590	584.200	996.904	2864.976	2651.314	2503.844	1891.706	1741.060	1319.533	1733.029	1034.556	1109.030	1816.978	2250.027	1991.538	2098.286	1218.481	1174.743	1257.125	999.235	1701.516	2164.594	2433.179	2674.977	1441.381	1473.333	2422.000	1868.842	1323.018	1149.703	1151.784	1379.500	1039.500	1512.269	3574.938	924.810	1030.619	2253.647	1027.673	1340.846	1255.333	1170.188	938.784	1178.714	975.682	1096.441	1320.703	1158.000	979.000	1355.688	658.050
15	1581.818	1200.441	1758.098	3440.818	1162.250	2561.219	887.103	508.040	1306.000	606.788	857.929	1512.308	570.720	890.462	2758.878	2520.257	2357.344	1837.677	1608.400	1286.444	1745.971	982.178	1056.939	1721.222	2053.243	1860.128	1927.607	1150.926	1048.400	1185.438	906.441	1615.452	1998.000	2358.461	2677.659	1370.643	1418.256	2364.750	1946.105	1269.527	1112.378	1076.054	1307.000	950.077	1393.846	3452.656	902.190	969.238	2136.294	938.865	1166.538	1142.745	1093.344	912.027	1061.929	910.705	1042.794	1229.946	1041.433	957.812	1250.750	614.183
16	1723.250	1189.529	1785.195	3393.205	1123.769	2517.312	968.308	506.280	1299.636	636.424	873.976	1540.231	591.200	910.250	2748.829	2526.886	2344.844	1896.353	1868.040	1347.422	1909.441	1027.178	1297.606	1912.578	2223.135	1922.872	1868.571	1183.296	969.800	1249.062	988.324	1664.065	2008.625	2437.744	2694.705	1449.857	1481.128	2497.178	2195.421	1368.436	1258.216	1094.892	1354.125	978.731	1412.269	3451.062	950.048	1065.905	2123.529	1000.365	1131.077	1146.647	1117.656	988.459	1005.048	956.659	1056.441	1263.757	1014.700	1132.812	1350.438	662.383
17	2862.432	1580.147	1776.707	3531.818	1126.846	2552.781	804.051	580.280	950.515	837.455	965.881	1119.051	599.760	1100.731	2742.073	3373.314	3319.562	1555.029	1745.320	1523.333	2460.000	1293.756	1705.939	2968.733	3218.351	1751.923	1935.429	1505.778	1018.000	1635.375	1120.235	1495.581	2926.906	1932.051	2374.364	1642.238	1541.692	2098.822	2890.158	1893.018	1884.270	1402.081	1267.688	1272.115	1984.385	2705.938	1254.667	1534.810	2659.235	1071.269	1399.577	1403.098	1282.406	1205.784	1175.143	1288.705	1183.559	1285.946	1291.233	1375.469	1537.594	828.300
18	3212.045	1645.559	1830.756	3644.932	1197.558	2540.125	841.744	593.280	1046.606	945.212	1145.833	1189.513	610.640	1146.904	2882.000	3476.743	3327.969	1609.059	1777.060	1610.844	2715.382	1373.356	1727.879	3131.267	3412.000	1888.538	1976.464	1564.222	1139.057	1760.906	1156.735	1503.226	3234.844	1963.538	2400.545	1767.738	1623.256	2192.357	2960.474	1952.400	1923.568	1491.541	1327.000	1341.462	2114.000	2702.531	1300.667	1640.905	2695.559	1112.865	1491.500	1547.706	1365.625	1318.378	1299.952	1370.386	1228.853	1421.216	1404.333	1453.188	1600.781	834.750
19	2977.227	1678.588	1709.854	3319.205	1201.173	2190.156	802.436	634.440	1012.606	946.121	1188.929	1134.205	646.800	1137.000	2520.927	3321.486	3373.906	1599.471	1636.720	1560.644	2557.794	1382.200	1709.030	3029.378	3401.162	1836.128	1759.286	1572.926	1204.029	1823.312	1177.294	1527.129	3478.094	1916.744	2377.841	1935.690	1642.359	2148.500	2835.684	1835.600	1842.216	1506.811	1431.250	1369.077	2060.461	2578.094	1328.667	1623.238	2569.971	1113.942	1494.692	1539.588	1347.312	1325.459	1318.905	1383.477	1322.059	1373.216	1466.367	1511.844	1598.500	860.167
20	3597.977	1513.677	1747.634	3589.636	1464.942	2489.562	1108.821	674.800	1807.485	1045.030	1667.929	1816.590	753.240	1283.250	3186.854	2973.657	2556.688	2188.382	1893.940	1618.733	2916.147	1309.956	1694.515	2440.000	2989.649	2557.744	1886.893	1482.000	1203.629	1804.000	1350.029	2193.613	2988.000	2580.205	3186.750	2138.048	1853.154	2613.500	2429.526	1853.418	1902.108	1416.973	1637.688	1306.462	1797.538	3463.750	1240.286	1346.524	2258.088	1284.385	1556.038	1810.373	1332.625	1359.189	1456.095	1290.477	1413.265	1832.730	1426.833	1373.750	1727.594	891.467
21	3697.091	1737.529	1831.463	3227.091	1981.058	2609.094	1243.641	809.400	2470.303	1045.788	1838.905	2283.077	876.440	1349.808	3026.488	2843.629	2382.281	2404.677	1977.680	1674.644	3116.323	1621.267	2265.576	2160.956	2677.622	3376.513	1851.786	1875.037	1254.829	1883.625	1490.235	3085.710	2771.062	2819.872	3442.614	2281.310	1848.308	2635.036	2098.316	1914.418	2083.243	1512.378	2001.125	1633.846	1899.923	3450.031	1355.048	1344.952	2054.265	1478.731	1826.154	2033.706	1549.844	1334.108	1934.048	1422.955	1491.588	1814.973	1770.833	1428.344	1744.594	882.350
22	3694.091	1780.265	1852.634	3349.864	2022.962	2613.156	1276.667	906.000	2381.970	1138.455	1807.500	2219.590	826.840	1487.346	3271.902	2967.686	2570.031	2415.794	1883.360	1707.311	3104.177	1598.756	2165.303	2185.000	2719.838	3127.282	1911.250	1970.111	1412.771	2003.312	1546.941	2906.355	2994.688	2630.769	3329.364	2269.714	1797.718	2415.893	2148.263	1933.909	2084.865	1602.757	2018.500	1701.346	1922.962	3295.188	1285.238	1331.238	2143.000	1476.000	1975.385	2060.039	2096.844	1406.135	1967.357	1542.818	1459.588	1828.405	1978.367	1376.281	1811.500	908.950
23	3664.205	1752.823	1801.512	3291.273	1987.538	2510.844	1169.410	887.520	2219.758	1112.939	1741.452	2107.923	859.400	1498.077	3396.634	3022.371	2673.438	2315.618	1691.120	1659.867	2878.882	1550.400	2045.182	2228.222	2709.649	2937.821	1952.357	2056.000	1408.543	2199.156	1563.147	2718.387	3104.094	2558.513	3194.205	2185.643	1812.744	2348.857	2196.474	1878.600	2243.865	1690.649	2012.062	1698.962	1886.269	3281.344	1283.000	1338.143	2334.823	1468.077	2156.731	2017.980	2229.219	1439.405	1888.500	1597.818	1583.323	1806.297	2013.067	1355.844	1862.750	888.350
24	3663.591	1815.382	1854.171	3466.205	2085.231	2458.719	1175.462	890.000	2399.576	1126.727	2002.762	2126.718	844.560	1446.365	3372.512	3023.371	2651.656	2344.588	1691.940	1717.489	2891.265	1620.222	2107.515	2110.511	2551.406	3139.744	1869.929	2397.148	1455.514	2156.469	1573.618	2946.677	3183.281	2617.923	3275.568	2203.786	1751.385	2210.143	2183.526	1889.782	2110.000	1718.189	2070.688	1924.346	1880.538	3185.031	1258.333	1296.095	2228.559	1451.000	2223.154	2147.569	2534.281	1436.000	1922.048	1560.841	1530.323	1772.081	2066.833	1436.094	1768.219	889.100
25	3616.614	1933.471	1926.781	3412.227	2305.058	2523.531	1204.846	886.560	2671.424	1173.000	2073.857	2252.154	898.520	1464.654	3181.171	2991.800	2532.062	2421.441	1820.300	1808.400	2928.235	1835.356	2226.394	2084.044	2531.243	3399.461	1847.893	2310.000	1543.429	2337.719	1704.412	3388.064	3107.625	2618.949	3458.568	2207.262	1876.641	2243.428	2176.105	1979.727	2088.027	1835.081	2161.688	2051.039	1927.269	2984.094	1383.857	1412.762	2113.647	1510.058	2293.885	2337.059	2870.625	1514.541	2118.690	1535.545	1619.618	1814.838	2067.833	1521.031	1821.094	901.617
26	3538.932	1866.412	1765.146	3566.000	2102.231	2341.688	1134.641	861.040	2357.364	1184.818	2113.072	2060.667	862.200	1487.712	3411.732	3171.914	2715.594	2340.853	1654.340	1814.267	2764.882	1689.311	2068.061	2279.978	2697.189	2883.769	1781.071	2142.296	1771.657	2885.812	1680.147	2781.290	3390.094	2591.308	3274.295	2076.167	1990.462	2401.893	2317.790	1925.854	2125.676	2020.216	2071.125	1934.769	1868.192	2953.156	1367.905	1373.571	2364.529	1463.115	2412.615	2324.314	2845.281	1615.243	1953.405	1613.068	1600.471	1810.919	2019.933	1520.094	1921.406	910.017
27	3459.773	1814.000	1660.585	3494.114	1852.288	2178.500	1102.692	818.920	2183.333	1226.333	1884.762	1903.692	825.240	1440.365	3467.829	3358.200	2832.594	2263.912	1550.080	1729.000	2610.677	1572.956	1914.788	2309.578	2671.865	2670.179	1673.429	1912.148	1865.857	3232.125	1694.941	2500.613	3422.594	2443.615	3157.477	1958.452	1929.513	2269.322	2418.316	1898.800	2237.162	2053.622	2016.062	2222.192	1852.000	2753.281	1326.286	1383.476	2495.647	1441.865	2486.885	2273.941	2770.062	1653.027	1796.595	1567.591	1571.118	1764.757	1928.333	1438.844	1905.281	905.150
28	3386.818	1746.235	1570.073	3391.341	1720.269	2093.812	1061.513	783.200	2021.909	1182.182	1749.690	1801.718	774.000	1313.288	3510.073	3342.943	2861.562	2192.823	1470.160	1671.444	2509.382	1529.400	1805.636	2506.289	2557.406	2533.590	1606.786	1800.111	1717.086	3428.156	1622.471	2416.355	3411.812	2315.256	3150.727	1895.571	1849.846	2190.893	2426.947	1832.836	2183.216	2038.054	1877.875	2140.077	1873.538	2603.969	1260.714	1338.286	2518.265	1389.346	2638.692	2254.431	2643.656	1630.027	1680.548	1539.864	1506.765	1700.405	1800.333	1403.719	1872.375	872.850
29	3237.386	1671.882	1511.366	3334.545	1658.846	2010.344	1043.154	781.280	1927.970	1196.030	1596.833	1690.718	705.480	1221.462	3485.488	3374.200	2862.250	2049.941	1331.640	1549.489	2296.971	1436.111	1651.182	2428.156	2468.162	2370.282	1532.321	1796.481	1612.029	3678.219	1552.088	2325.839	3335.844	2195.026	2972.159	1713.524	1776.000	2030.893	2333.210	1737.909	2185.432	1977.649	1893.188	2378.192	1819.577	2310.812	1216.714	1262.429	2493.559	1314.288	2514.769	2116.333	2519.219	1548.459	1534.071	1460.955	1426.235	1547.162	1717.400	1309.688	1785.219	850.383
30	3161.250	1617.677	1414.415	3161.273	1595.750	1921.250	981.077	721.160	1857.333	1144.515	1450.405	1593.385	702.240	1111.288	3395.658	3331.114	2764.219	2011.677	1253.240	1549.867	2349.588	1362.911	1581.424	2462.400	2414.541	2423.923	1481.679	1818.407	1493.886	3778.438	1576.971	2268.677	3299.312	2175.154	2960.545	1638.619	1708.538	1903.321	2248.263	1738.636	1944.676	1886.892	1848.188	2396.385	1735.385	2197.656	1120.905	1232.857	2387.088	1239.538	2632.385	1999.784	2743.625	1524.081	1459.524	1432.136	1364.353	1476.243	1621.967	1298.656	1667.062	793.017
31	3125.727	1559.294	1404.244	3124.341	1532.942	1820.812	930.590	704.800	1850.273	1120.212	1363.095	1521.641	680.200	1052.000	3391.122	3335.286	2712.344	2032.353	1338.740	1536.689	2270.882	1359.267	1512.515	2476.933	2368.351	2400.000	1398.679	1690.519	1445.286	3896.656	1578.588	2207.936	3320.969	2165.154	2849.045	1619.024	1740.615	1922.321	2271.316	1766.255	1886.595	1869.486	1758.438	2318.423	1699.769	2053.656	1171.238	1217.571	2353.088	1237.981	2655.077	1879.863	2619.156	1542.000	1415.429	1405.023	1347.235	1403.730	1551.933	1324.625	1710.500	801.950
32	3384.159	1680.382	1887.561	3087.273	1609.962	2522.250	1017.051	1783.600	1958.091	1211.061	1446.000	1737.282	745.600	1170.731	3488.342	3406.943	3025.125	2266.471	3302.300	1931.911	2426.265	1591.000	1832.939	2506.311	3021.081	2629.128	1448.607	1627.222	1610.486	4023.031	1745.206	2414.516	3472.031	2327.308	3031.477	2335.286	2044.154	2222.964	2471.316	2060.564	1958.243	2176.459	1934.312	2306.308	1845.769	2119.312	1332.571	1386.714	2567.912	1410.077	2763.769	2126.020	2637.438	1996.568	1591.238	1514.977	1518.588	1530.432	1714.233	1984.719	2136.219	997.617
33	3502.614	1651.353	2166.756	2893.205	1597.481	3817.781	1149.821	2537.080	1869.939	1075.242	1423.833	1763.692	798.520	1161.423	3543.463	3393.114	3150.688	2283.677	3951.200	2018.044	2310.559	1600.778	1967.909	2398.022	3539.189	2587.231	1483.429	1559.370	1475.400	4015.375	1643.500	2408.581	3338.750	2358.282	3000.023	2484.524	1992.128	2136.357	2379.421	1971.436	1828.865	2092.541	1867.562	2122.461	1928.692	2094.656	1294.905	1292.810	2565.677	1398.962	2598.923	2138.274	2424.312	1977.081	1559.286	1446.227	1479.265	1508.243	1711.033	2224.625	2083.594	1116.333
34	3399.659	1474.088	1985.854	2714.114	1484.212	3882.188	1136.333	2599.280	1801.909	1036.939	1284.762	1686.077	725.200	1053.808	3410.927	3229.171	3005.688	2182.794	3910.500	1879.111	2099.206	1448.711	1817.727	2206.022	3556.054	2422.897	1407.750	1432.741	1340.457	3942.156	1429.353	2207.258	3097.750	2149.410	2823.886	2240.500	1838.846	1949.750	2267.684	1757.673	1635.811	1801.432	1712.562	1856.846	1788.846	1902.406	1160.667	1209.667	2419.088	1320.519	2398.539	1893.922	2127.688	1763.730	1405.619	1313.182	1362.853	1424.216	1534.633	1973.406	1937.188	1033.817
35	3265.091	1397.823	1815.439	2697.909	1386.077	3818.938	1026.821	2512.800	1737.667	941.545	1112.095	1599.846	671.720	950.135	3288.658	3089.943	2818.375	2070.353	3852.520	1690.800	1914.294	1343.178	1628.879	1984.378	3351.378	2214.846	1324.679	1362.148	1182.800	3837.562	1283.735	2051.871	2949.312	1951.205	2594.909	1976.690	1667.051	1775.607	2008.263	1573.436	1446.892	1588.108	1609.125	1614.654	1684.231	1728.281	1052.619	1107.810	2205.912	1213.615	2221.731	1675.902	1905.906	1498.297	1294.833	1151.909	1227.294	1354.162	1423.967	1672.438	1723.312	904.750
36	3079.091	1310.882	1593.024	2675.727	1300.173	3684.031	938.128	2355.720	1585.879	788.151	1022.524	1499.436	611.440	827.942	3143.854	2893.029	2646.000	1960.823	3740.820	1514.133	1768.059	1226.911	1493.424	1797.467	3099.649	2149.718	1208.750	1263.148	1045.714	3690.625	1131.323	1892.419	2644.812	1844.154	2508.386	1739.643	1533.410	1671.679	1872.421	1404.291	1308.919	1410.486	1442.688	1375.423	1595.615	1522.750	957.429	1027.048	2045.765	1094.654	2005.385	1496.137	1702.969	1322.324	1181.048	1065.864	1152.382	1289.000	1258.967	1457.969	1559.406	822.933
37	2848.659	1213.206	1436.098	2530.818	1219.000	3506.344	867.513	2053.160	1476.515	750.061	921.214	1395.154	571.320	771.058	3052.976	2713.400	2410.062	1847.294	3564.260	1423.667	1613.323	1109.689	1300.667	1645.333	2803.270	1963.923	1162.893	1202.556	937.143	3482.281	1015.235	1776.000	2433.250	1761.513	2430.886	1604.429	1519.744	1732.571	1945.368	1282.564	1183.622	1232.568	1372.125	1198.769	1459.577	1483.156	924.667	987.952	1985.323	995.269	1758.846	1286.569	1465.469	1178.324	1047.595	948.500	1092.853	1225.135	1102.033	1385.625	1404.219	750.000
38	2604.205	1180.735	1304.390	2455.432	1143.346	3294.375	803.256	1704.160	1391.091	655.424	845.976	1359.872	549.000	703.519	2964.415	2663.371	2207.625	1825.471	3425.920	1353.444	1480.206	1056.800	1212.636	1563.511	2611.162	1845.564	1105.143	1073.333	876.886	3320.406	957.971	1627.871	2286.312	1728.974	2402.591	1475.833	1445.462	1623.750	2016.684	1253.545	1098.730	1180.514	1251.000	1066.615	1402.308	1338.500	875.095	955.524	1832.618	935.712	1599.000	1174.431	1367.750	1079.378	1024.190	898.659	1034.823	1101.892	1038.333	1342.438	1292.625	696.500
39	2330.250	1115.706	1226.122	2406.455	1034.615	3026.688	761.615	1499.760	1329.606	587.545	777.262	1246.000	533.320	666.788	2824.878	2533.086	2057.906	1687.794	3249.080	1267.400	1428.765	985.156	1121.758	1461.044	2396.081	1701.000	1012.143	1043.111	811.000	3196.719	871.735	1511.000	2110.688	1663.513	2311.500	1330.214	1336.026	1526.107	1941.158	1167.509	1029.135	1051.730	1214.875	956.731	1319.192	1222.250	846.952	892.238	1707.029	852.519	1393.885	1060.647	1229.406	1013.622	918.167	807.250	1000.882	1074.000	942.100	1204.188	1190.375	617.333
40	2148.114	1106.029	1145.439	2450.136	1019.654	3051.062	783.974	1417.680	1263.939	552.424	744.857	1221.436	510.960	637.365	2725.390	2447.714	1984.781	1696.177	3322.600	1290.600	1430.529	943.533	1129.485	1382.267	2307.459	1690.923	1002.500	1006.926	747.286	3109.469	852.735	1406.419	1973.500	1614.513	2219.386	1267.238	1283.000	1464.000	1895.368	1136.909	972.270	1015.487	1224.500	895.308	1304.462	1157.062	816.095	870.238	1668.206	811.058	1301.154	1036.961	1137.562	942.378	890.857	806.614	933.618	1028.811	909.233	1103.906	1150.281	569.117
41	2008.864	1080.735	1103.000	2523.977	979.596	3254.844	829.077	1506.640	1240.545	506.788	742.167	1183.436	527.200	604.692	2678.024	2343.457	1980.875	1718.059	3549.620	1370.844	1432.177	956.378	1121.606	1380.978	2377.135	1715.231	1019.821	1004.815	726.229	3046.344	853.882	1401.161	1923.875	1629.487	2239.864	1252.952	1276.641	1412.821	1847.895	1147.709	939.541	986.162	1236.625	907.692	1276.385	1093.406	829.762	867.000	1617.235	855.538	1179.462	1024.373	1118.844	929.027	867.929	776.750	935.206	1039.946	884.933	1136.969	1105.062	580.650
42	1956.773	1113.529	1237.463	2690.432	985.615	3537.125	911.872	1758.880	1182.727	484.394	729.048	1211.103	523.800	628.750	2653.439	2321.657	1931.031	1767.206	3695.680	1444.200	1448.823	949.933	1123.424	1369.733	2710.622	1733.897	1055.821	1015.444	722.686	2987.375	841.618	1386.032	1856.062	1660.923	2119.955	1228.548	1273.923	1404.071	1793.632	1152.364	927.270	1032.243	1253.375	887.731	1313.500	1048.031	815.524	879.048	1570.559	872.577	1215.731	1065.196	1130.531	934.730	877.071	777.500	932.265	1071.622	910.367	1211.312	1139.562	652.333
43	1858.773	1086.265	1256.756	2784.068	996.558	3648.281	912.564	1868.560	1133.182	473.939	732.500	1166.692	534.760	631.731	2595.976	2349.657	1933.219	1789.000	3642.620	1426.533	1383.677	980.644	1158.121	1354.689	2830.487	1756.615	1066.036	1026.407	715.686	2870.812	842.059	1385.387	1771.875	1588.590	2089.318	1243.357	1260.128	1402.607	1760.737	1180.964	924.432	1038.486	1299.438	868.346	1361.231	1043.500	823.619	868.810	1537.823	906.885	1197.885	1065.922	1083.594	937.324	887.381	813.682	953.618	1098.757	918.433	1123.969	1154.031	648.550
44	1802.295	1111.529	1288.902	2866.045	1018.885	3568.250	864.590	1758.040	1095.091	455.848	716.786	1156.897	539.680	615.692	2529.927	2301.000	1915.594	1735.794	3526.060	1396.111	1315.029	959.356	1138.939	1301.244	2789.568	1744.231	1052.000	1030.407	698.857	2671.406	881.147	1395.194	1660.031	1536.000	2003.273	1251.833	1312.308	1398.857	1712.632	1189.636	1075.649	1008.676	1412.562	921.077	1341.115	1005.938	870.190	915.238	1598.500	897.173	1167.192	1089.098	1065.125	909.162	886.357	809.864	959.618	1083.703	913.900	1055.875	1208.406	629.633
45	1685.500	1112.471	1206.927	3019.341	1022.500	3411.062	845.410	1618.320	1085.667	452.333	710.214	1154.154	539.840	615.519	2594.024	2268.857	1876.781	1730.206	3367.140	1322.244	1347.941	985.956	1145.849	1295.356	2887.865	1721.462	1030.786	1010.370	662.200	2486.031	863.794	1364.161	1589.250	1436.359	1991.386	1242.310	1318.000	1352.750	1636.000	1196.582	1067.405	1053.324	1285.375	948.154	1321.500	976.406	812.810	907.476	1589.912	848.173	1174.654	1058.745	1063.406	893.784	887.500	793.455	962.794	1085.162	892.233	972.438	1218.719	616.533
